	cluster_no	mean_seq_len	median_seq_len	sum_residues	unk_sequences	cluster_size	has_unk	seq_ids	class	no_classes
966	GAT44878	289.0	289.0	289	1.0	1	True	['GAT44878.1']	['Agaricomycetes']	1
967	GAT44908	246.0	246.0	246	1.0	1	True	['GAT44908.1']	['Agaricomycetes']	1
968	GAT45252	331.0	331.0	331	1.0	1	True	['GAT45252.1']	['Agaricomycetes']	1
969	GAT47395	176.0	176.0	176	1.0	1	True	['GAT47395.1']	['Agaricomycetes']	1
970	GAT47499	73.0	73.0	73	1.0	1	True	['GAT47499.1']	['Agaricomycetes']	1
971	GAT47712	203.0	203.0	203	1.0	1	True	['GAT47712.1']	['Agaricomycetes']	1
972	GAT48965	270.0	270.0	270	1.0	1	True	['GAT48965.1']	['Agaricomycetes']	1
973	GAT49021	283.0	283.0	283	1.0	1	True	['GAT49021.1']	['Agaricomycetes']	1
974	GAT49241	311.0	311.0	311	1.0	1	True	['GAT49241.1']	['Agaricomycetes']	1
975	GAT49246	844.0	844.0	844	1.0	1	True	['GAT49246.1']	['Agaricomycetes']	1
976	GAT49889	49.0	49.0	49	1.0	1	True	['GAT49889.1']	['Agaricomycetes']	1
977	GAT50008	374.0	374.0	374	1.0	1	True	['GAT50008.1']	['Agaricomycetes']	1
978	GAT50164	125.0	125.0	250	2.0	2	True	['GAT50164.1', 'GAT47421.1']	['Agaricomycetes']	1
979	GAT50448	230.0	230.0	230	1.0	1	True	['GAT50448.1']	['Agaricomycetes']	1
980	GAT50497	57.0	57.0	57	1.0	1	True	['GAT50497.1']	['Agaricomycetes']	1
981	GAT50823	199.0	199.0	199	1.0	1	True	['GAT50823.1']	['Agaricomycetes']	1
982	GAT51675	541.0	541.0	541	1.0	1	True	['GAT51675.1']	['Agaricomycetes']	1
983	GAT51893	229.0	229.0	229	1.0	1	True	['GAT51893.1']	['Agaricomycetes']	1
984	GAT51936	390.0	390.0	390	1.0	1	True	['GAT51936.1']	['Agaricomycetes']	1
985	GAT51993	130.0	130.0	130	1.0	1	True	['GAT51993.1']	['Agaricomycetes']	1
986	GAT53168	353.0	353.0	353	1.0	1	True	['GAT53168.1']	['Agaricomycetes']	1
987	GAT53439	210.0	210.0	210	1.0	1	True	['GAT53439.1']	['Agaricomycetes']	1
988	GAT53535	171.0	171.0	171	1.0	1	True	['GAT53535.1']	['Agaricomycetes']	1
989	GAT53567	105.0	105.0	105	1.0	1	True	['GAT53567.1']	['Agaricomycetes']	1
990	GAT54195	80.0	80.0	80	1.0	1	True	['GAT54195.1']	['Agaricomycetes']	1
991	GAT54509	123.0	123.0	123	1.0	1	True	['GAT54509.1']	['Agaricomycetes']	1
992	GAT54859	128.0	128.0	128	1.0	1	True	['GAT54859.1']	['Agaricomycetes']	1
993	GAT55580	94.0	94.0	94	1.0	1	True	['GAT55580.1']	['Agaricomycetes']	1
994	GAT55763	95.0	94.0	285	3.0	3	True	['GAT55763.1', 'GAT55762.1', 'GAT46848.1']	['Agaricomycetes']	1
995	GAT56152	107.0	104.0	1071	10.0	10	True	['GAT56152.1', 'GAT50824.1', 'GAT51749.1', 'GAT42718.1', 'GAT43486.1', 'GAT49629.1', 'GAT57164.1', 'GAT52690.1', 'GAT58613.1', 'GAT55237.1']	['Agaricomycetes']	1
996	GAT57283	224.0	224.0	224	1.0	1	True	['GAT57283.1']	['Agaricomycetes']	1
997	GAT57309	385.0	385.0	385	1.0	1	True	['GAT57309.1']	['Agaricomycetes']	1
998	GAT57353	1578.0	1578.0	1578	0.0	1	False	['GAT57353.1']	['Agaricomycetes']	1
999	GAT57407	228.0	228.0	228	1.0	1	True	['GAT57407.1']	['Agaricomycetes']	1
1000	GAT58123	156.0	156.0	156	1.0	1	True	['GAT58123.1']	['Agaricomycetes']	1
1001	GAT58595	130.0	130.0	130	1.0	1	True	['GAT58595.1']	['Agaricomycetes']	1
1002	GAT58832	75.0	75.0	75	1.0	1	True	['GAT58832.1']	['Agaricomycetes']	1
1003	GAT59201	163.0	163.0	326	2.0	2	True	['GAT59201.1', 'GAT59200.1']	['Agaricomycetes']	1
1004	GAT59557	112.0	112.0	112	1.0	1	True	['GAT59557.1']	['Agaricomycetes']	1
1005	GAT59880	54.0	54.0	54	1.0	1	True	['GAT59880.1']	['Agaricomycetes']	1
1006	GAT60446	65.0	65.0	65	1.0	1	True	['GAT60446.1']	['Agaricomycetes']	1
1007	GAT60646	113.0	113.0	113	1.0	1	True	['GAT60646.1']	['Agaricomycetes']	1
1008	GAV99283	272.0	272.0	543	2.0	2	True	['GAV99283.1', 'KIK61040.1']	['Agaricomycetes']	1
1009	GAW00948	35.0	35.0	35	1.0	1	True	['GAW00948.1']	['Agaricomycetes']	1
1010	GAW02644	180.0	180.0	180	1.0	1	True	['GAW02644.1']	['Agaricomycetes']	1
1011	GAW04558	58.0	58.0	58	1.0	1	True	['GAW04558.1']	['Agaricomycetes']	1
1012	GAW10611	192.0	192.0	192	1.0	1	True	['GAW10611.1']	['Agaricomycetes']	1
1013	GAW10750	448.0	448.0	448	1.0	1	True	['GAW10750.1']	['n/a']	1
1014	GAW10788	340.0	340.0	340	0.0	1	False	['GAW10788.1']	['n/a']	1
1015	GAW12077	491.0	491.0	491	0.0	1	False	['GAW12077.1']	['n/a']	1
1016	GAW12923	216.0	216.0	216	0.0	1	False	['GAW12923.1']	['n/a']	1
1017	GAW14609	89.0	89.0	89	1.0	1	True	['GAW14609.1']	['n/a']	1
1018	GAW15093	252.0	252.0	252	0.0	1	False	['GAW15093.1']	['n/a']	1
1019	GAW16679	328.0	328.0	328	1.0	1	True	['GAW16679.1']	['n/a']	1
1020	GAW16986	200.0	200.0	200	1.0	1	True	['GAW16986.1']	['n/a']	1
1021	GAW17427	140.0	140.0	140	1.0	1	True	['GAW17427.1']	['n/a']	1
1022	GAW17716	143.0	143.0	143	0.0	1	False	['GAW17716.1']	['n/a']	1
1023	GAW18075	82.0	82.0	82	0.0	1	False	['GAW18075.1']	['n/a']	1
1024	GAW19567	840.0	842.0	3359	0.0	4	False	['GAW19567.1', 'CZR59945.1', 'XP_007834692.1', 'XP_014175100.1']	['Leotiomycetes', 'n/a', 'Sordariomycetes']	3
1025	GAW20627	305.0	305.0	305	0.0	1	False	['GAW20627.1']	['n/a']	1
1026	GAW20768	694.0	694.0	694	0.0	1	False	['GAW20768.1']	['n/a']	1
1027	GAW20925	119.0	119.0	119	1.0	1	True	['GAW20925.1']	['n/a']	1
1028	GAW21826	250.0	250.0	250	0.0	1	False	['GAW21826.1']	['n/a']	1
1029	GAW21895	311.0	311.0	311	0.0	1	False	['GAW21895.1']	['n/a']	1
1030	GAW22607	66.0	66.0	66	1.0	1	True	['GAW22607.1']	['n/a']	1
1031	GAW22841	292.0	306.0	3501	7.0	12	True	['GAW22841.1', 'CRK16252.1', 'CRK23626.1', 'CRK33783.1', 'PNH29420.1', 'PNH37136.1', 'RBQ92738.1', 'XP_009656873.1', 'KPM46103.1', 'KXJ92572.1', 'ORY68435.1', 'XP_007832555.1']	['Sordariomycetes', 'n/a']	2
1032	GAW23063	91.0	91.0	91	1.0	1	True	['GAW23063.1']	['n/a']	1
1033	GAW23976	366.0	366.0	366	0.0	1	False	['GAW23976.1']	['n/a']	1
1034	GAW24124	249.0	249.0	249	0.0	1	False	['GAW24124.1']	['n/a']	1
1035	GAW24196	40.0	40.0	79	2.0	2	True	['GAW24196.1', 'GAP82799.2']	['Sordariomycetes', 'n/a']	2
1036	GAW24792	514.0	514.0	514	0.0	1	False	['GAW24792.1']	['n/a']	1
1037	GAW25243	156.0	156.0	156	1.0	1	True	['GAW25243.1']	['Sordariomycetes']	1
1038	GAW25668	168.0	168.0	168	1.0	1	True	['GAW25668.1']	['Sordariomycetes']	1
1039	GAW25745	454.0	454.0	454	0.0	1	False	['GAW25745.1']	['Sordariomycetes']	1
1040	GAW26095	79.0	79.0	79	1.0	1	True	['GAW26095.1']	['Sordariomycetes']	1
1041	GAW26889	170.0	170.0	170	0.0	1	False	['GAW26889.1']	['Sordariomycetes']	1
1042	GAW26926	152.0	152.0	152	1.0	1	True	['GAW26926.1']	['Sordariomycetes']	1
1043	GBC09902	21.0	21.0	21	1.0	1	True	['GBC09902.1']	['Glomeromycetes']	1
1044	KDB12906	276.0	276.0	276	1.0	1	True	['KDB12906.1']	['Sordariomycetes']	1
1045	KDB17090	83.0	83.0	83	1.0	1	True	['KDB17090.1']	['Sordariomycetes']	1
1046	KDB18389	98.0	98.0	98	1.0	1	True	['KDB18389.1']	['Sordariomycetes']	1
1047	KDN33357	127.0	127.0	127	1.0	1	True	['KDN33357.1']	['Agaricomycetes']	1
1048	KDN33524	68.0	68.0	68	1.0	1	True	['KDN33524.1']	['Agaricomycetes']	1
1049	KDN33718	162.0	162.0	162	1.0	1	True	['KDN33718.1']	['Agaricomycetes']	1
1050	KDN33726	303.0	303.0	606	2.0	2	True	['KDN33726.1', 'CUA73703.1']	['Agaricomycetes']	1
1051	KDN33901	338.0	333.0	1692	4.0	5	True	['KDN33901.1', 'CUA77198.1', 'CUA77672.1', 'KEP47476.1', 'KLO05616.1']	['Agaricomycetes']	1
1052	KDN34892	113.0	113.0	113	1.0	1	True	['KDN34892.1']	['Agaricomycetes']	1
1053	KDN38560	275.0	275.0	275	1.0	1	True	['KDN38560.1']	['Agaricomycetes']	1
1054	KDN38810	140.0	140.0	140	1.0	1	True	['KDN38810.1']	['Agaricomycetes']	1
1055	KDN40712	280.0	280.0	560	2.0	2	True	['KDN40712.1', 'CEL55848.1']	['Agaricomycetes']	1
1056	KDN40945	102.0	102.0	102	1.0	1	True	['KDN40945.1']	['Agaricomycetes']	1
1057	KDN41292	89.0	89.0	89	1.0	1	True	['KDN41292.1']	['Agaricomycetes']	1
1058	KDN45043	184.0	184.0	184	1.0	1	True	['KDN45043.1']	['Agaricomycetes']	1
1059	KDN47705	138.0	138.0	138	1.0	1	True	['KDN47705.1']	['Agaricomycetes']	1
1060	KDN48800	340.0	347.0	12596	37.0	37	True	['KDN48800.1', 'CUA73343.1', 'EUC57185.1', 'CUA70044.1', 'EUC54606.1', 'EUC62977.1', 'EUC57193.1', 'KEP48685.1', 'KEP46351.1', 'KEP46851.1', 'EUC67552.1', 'KDN33659.1', 'KEP46784.1', 'CUA76158.1', 'CUA68565.1', 'EUC54376.1', 'EUC54514.1', 'EUC54562.1', 'EUC55044.1', 'EUC58432.1', 'KEP47368.1', 'KEP51275.1', 'EUC57182.1', 'KEP47295.1', 'KDN44163.1', 'KEP48022.1', 'CUA70041.1', 'EUC55035.1', 'KDN33509.1', 'CUA69774.1', 'CUA69776.1', 'CUA78441.1', 'CUA78444.1', 'CUA78446.1', 'KDN41554.1', 'KEP48223.1', 'EUC55101.1']	['Agaricomycetes']	1
1061	KDN49748	27.0	27.0	27	1.0	1	True	['KDN49748.1']	['Agaricomycetes']	1
1062	KDN60719	48.0	48.0	48	1.0	1	True	['KDN60719.1']	['Sordariomycetes']	1
1063	KDN61712	212.0	212.0	423	2.0	2	True	['KDN61712.1', 'XP_024700542.1']	['Sordariomycetes', 'Eurotiomycetes']	2
1064	KDN63259	449.0	449.0	449	1.0	1	True	['KDN63259.1']	['Sordariomycetes']	1
1065	KDN66239	680.0	675.0	2040	0.0	3	False	['KDN66239.1', 'XP_022479673.1', 'XP_014174082.1']	['Sordariomycetes']	1
1066	KDN66769	644.0	644.0	644	0.0	1	False	['KDN66769.1']	['Sordariomycetes']	1
1067	KDN67922	55.0	55.0	55	1.0	1	True	['KDN67922.1']	['Sordariomycetes']	1
1068	KDN68939	208.0	208.0	208	1.0	1	True	['KDN68939.1']	['Sordariomycetes']	1
1069	KDN71466	208.0	208.0	208	1.0	1	True	['KDN71466.1']	['Sordariomycetes']	1
1070	KDQ05721	67.0	67.0	134	2.0	2	True	['KDQ05721.1', 'KIM27515.1']	['Agaricomycetes']	1
1071	KDQ08126	683.0	683.0	683	0.0	1	False	['KDQ08126.1']	['Agaricomycetes']	1
1072	KDQ10253	227.0	227.0	227	1.0	1	True	['KDQ10253.1']	['Agaricomycetes']	1
1073	KDQ10858	59.0	59.0	59	1.0	1	True	['KDQ10858.1']	['Agaricomycetes']	1
1074	KDQ11712	349.0	349.0	698	2.0	2	True	['KDQ11712.1', 'KDQ11747.1']	['Agaricomycetes']	1
1075	KDQ14492	250.0	250.0	250	1.0	1	True	['KDQ14492.1']	['Agaricomycetes']	1
1076	KDQ15485	91.0	91.0	91	1.0	1	True	['KDQ15485.1']	['Agaricomycetes']	1
1077	KDQ16471	48.0	47.0	338	7.0	7	True	['KDQ16471.1', 'KDQ13217.1', 'KDQ16474.1', 'KDQ16941.1', 'KDQ16947.1', 'KDQ19511.1', 'KZT58257.1']	['Agaricomycetes', 'Dacrymycetes']	2
1078	KDQ17107	201.0	201.0	201	0.0	1	False	['KDQ17107.1']	['Agaricomycetes']	1
1079	KDQ19592	30.0	30.0	91	3.0	3	True	['KDQ19592.1', 'KDQ10771.1', 'KDQ13538.1']	['Agaricomycetes']	1
1080	KDQ20246	271.0	271.0	271	1.0	1	True	['KDQ20246.1']	['Agaricomycetes']	1
1081	KDQ22961	369.0	370.0	1475	4.0	4	True	['KDQ22961.1', 'KDQ26094.1', 'KDQ25236.1', 'KDQ26132.1']	['Agaricomycetes']	1
1082	KDQ23070	314.0	314.0	314	1.0	1	True	['KDQ23070.1']	['Agaricomycetes']	1
1083	KDQ23466	67.0	67.0	67	1.0	1	True	['KDQ23466.1']	['Agaricomycetes']	1
1084	KDQ23737	377.0	373.0	4901	2.0	13	True	['KDQ23737.1', 'KII86762.1', 'KDQ58361.1', 'OAX41007.1', 'XP_007313147.1', 'EGO05416.1', 'KDQ21170.1', 'KDQ13032.1', 'KDQ13036.1', 'XP_024340579.1', 'OCB91537.1', 'SJL11199.1', 'XP_007323276.1']	['Agaricomycetes']	1
1085	KDQ26502	194.0	194.0	194	1.0	1	True	['KDQ26502.1']	['Agaricomycetes']	1
1086	KDQ28313	200.0	200.0	401	2.0	2	True	['KDQ28313.1', 'KDQ28304.1']	['Agaricomycetes']	1
1087	KDQ31667	24.0	24.0	24	1.0	1	True	['KDQ31667.1']	['Agaricomycetes']	1
1088	KDQ31801	1034.0	1034.0	1034	0.0	1	False	['KDQ31801.1']	['Agaricomycetes']	1
1089	KDQ31919	101.0	101.0	101	1.0	1	True	['KDQ31919.1']	['Agaricomycetes']	1
1090	KDQ50310	26.0	26.0	26	1.0	1	True	['KDQ50310.1']	['Agaricomycetes']	1
1091	KDQ50432	47.0	47.0	47	1.0	1	True	['KDQ50432.1']	['Agaricomycetes']	1
1092	KDQ50612	102.0	102.0	102	1.0	1	True	['KDQ50612.1']	['Agaricomycetes']	1
1093	KDQ51267	54.0	54.0	54	1.0	1	True	['KDQ51267.1']	['Agaricomycetes']	1
1094	KDQ51694	38.0	38.0	38	1.0	1	True	['KDQ51694.1']	['Agaricomycetes']	1
1095	KDQ51877	94.0	94.0	94	1.0	1	True	['KDQ51877.1']	['Agaricomycetes']	1
1096	KDQ51917	133.0	133.0	133	1.0	1	True	['KDQ51917.1']	['Agaricomycetes']	1
1097	KDQ54131	54.0	54.0	107	2.0	2	True	['KDQ54131.1', 'KDQ54184.1']	['Agaricomycetes']	1
1098	KDQ54149	23.0	23.0	23	1.0	1	True	['KDQ54149.1']	['Agaricomycetes']	1
1099	KDQ55409	38.0	38.0	38	1.0	1	True	['KDQ55409.1']	['Agaricomycetes']	1
1100	KDQ56379	69.0	69.0	69	1.0	1	True	['KDQ56379.1']	['Agaricomycetes']	1
1101	KDQ56573	59.0	59.0	59	1.0	1	True	['KDQ56573.1']	['Agaricomycetes']	1
1102	KDQ58712	257.0	257.0	257	1.0	1	True	['KDQ58712.1']	['Agaricomycetes']	1
1103	KDQ58713	249.0	249.0	249	1.0	1	True	['KDQ58713.1']	['Agaricomycetes']	1
1104	KDQ58867	316.0	316.0	316	1.0	1	True	['KDQ58867.1']	['Agaricomycetes']	1
1105	KDQ58876	87.0	87.0	87	1.0	1	True	['KDQ58876.1']	['Agaricomycetes']	1
1106	KDQ58879	25.0	25.0	25	1.0	1	True	['KDQ58879.1']	['Agaricomycetes']	1
1107	KDQ59269	78.0	78.0	78	1.0	1	True	['KDQ59269.1']	['Agaricomycetes']	1
1108	KDQ59617	55.0	56.0	274	5.0	5	True	['KDQ59617.1', 'KDQ59613.1', 'KDQ59653.1', 'KDQ59703.1', 'KDQ60239.1']	['Agaricomycetes']	1
1109	KDQ60035	23.0	23.0	68	3.0	3	True	['KDQ60035.1', 'KDQ51491.1', 'KDQ60044.1']	['Agaricomycetes']	1
1110	KDQ61100	74.0	74.0	74	1.0	1	True	['KDQ61100.1']	['Agaricomycetes']	1
1111	KDR66348	102.0	102.0	203	2.0	2	True	['KDR66348.1', 'KIJ96419.1']	['Agaricomycetes']	1
1112	KDR66351	134.0	134.0	134	1.0	1	True	['KDR66351.1']	['Agaricomycetes']	1
1113	KDR66367	134.0	134.0	134	1.0	1	True	['KDR66367.1']	['Agaricomycetes']	1
1114	KDR66491	57.0	57.0	57	1.0	1	True	['KDR66491.1']	['Agaricomycetes']	1
1115	KDR66514	87.0	87.0	87	1.0	1	True	['KDR66514.1']	['Agaricomycetes']	1
1116	KDR67023	20.0	20.0	60	3.0	3	True	['KDR67023.1', 'KDR72177.1', 'KDR78474.1']	['Agaricomycetes']	1
1117	KDR67170	26.0	26.0	78	3.0	3	True	['KDR67170.1', 'KDR67122.1', 'KDR67130.1']	['Agaricomycetes']	1
1118	KDR67657	112.0	112.0	112	1.0	1	True	['KDR67657.1']	['Agaricomycetes']	1
1119	KDR67891	174.0	174.0	174	1.0	1	True	['KDR67891.1']	['Agaricomycetes']	1
1120	KDR68988	49.0	49.0	49	1.0	1	True	['KDR68988.1']	['Agaricomycetes']	1
1121	KDR69320	38.0	38.0	38	1.0	1	True	['KDR69320.1']	['Agaricomycetes']	1
1122	KDR69391	47.0	47.0	47	1.0	1	True	['KDR69391.1']	['Agaricomycetes']	1
1123	KDR70077	35.0	35.0	35	1.0	1	True	['KDR70077.1']	['Agaricomycetes']	1
1124	KDR70110	58.0	58.0	58	1.0	1	True	['KDR70110.1']	['Agaricomycetes']	1
1125	KDR70480	30.0	30.0	30	1.0	1	True	['KDR70480.1']	['Agaricomycetes']	1
1126	KDR70900	92.0	92.0	92	1.0	1	True	['KDR70900.1']	['Agaricomycetes']	1
1127	KDR71112	129.0	129.0	129	1.0	1	True	['KDR71112.1']	['Agaricomycetes']	1
1128	KDR71119	126.0	126.0	126	1.0	1	True	['KDR71119.1']	['Agaricomycetes']	1
1129	KDR71138	113.0	113.0	113	1.0	1	True	['KDR71138.1']	['Agaricomycetes']	1
1130	KDR72737	89.0	89.0	89	1.0	1	True	['KDR72737.1']	['Agaricomycetes']	1
1131	KDR72979	35.0	35.0	35	1.0	1	True	['KDR72979.1']	['Agaricomycetes']	1
1132	KDR73111	166.0	166.0	166	1.0	1	True	['KDR73111.1']	['Agaricomycetes']	1
1133	KDR73736	104.0	104.0	104	1.0	1	True	['KDR73736.1']	['Agaricomycetes']	1
1134	KDR74328	42.0	42.0	42	1.0	1	True	['KDR74328.1']	['Agaricomycetes']	1
1135	KDR74695	59.0	59.0	59	1.0	1	True	['KDR74695.1']	['Agaricomycetes']	1
1136	KDR74709	93.0	95.0	558	6.0	6	True	['KDR74709.1', 'KDR71703.1', 'KDR74748.1', 'KDR77583.1', 'PPQ65987.1', 'PPQ92009.1']	['Agaricomycetes']	1
1137	KDR75436	76.0	76.0	153	2.0	2	True	['KDR75436.1', 'KIM90391.1']	['Agaricomycetes']	1
1138	KDR75534	405.0	409.0	1214	3.0	3	True	['KDR75534.1', 'PPQ67958.1', 'PPQ92439.1']	['Agaricomycetes']	1
1139	KDR76519	33.0	33.0	33	1.0	1	True	['KDR76519.1']	['Agaricomycetes']	1
1140	KDR76613	49.0	45.0	3544	73.0	73	True	['KDR76613.1', 'KDR65651.1', 'KDR68995.1', 'KDR67167.1', 'KDR69715.1', 'KDR74700.1', 'KDR74733.1', 'KDR74743.1', 'KDR74793.1', 'KDR74794.1', 'KDR74795.1', 'KDR74797.1', 'KDR74800.1', 'KDR74802.1', 'KDR74804.1', 'KDR74805.1', 'KDR76646.1', 'KDR79540.1', 'KDR67314.1', 'KDR66259.1', 'KDR67301.1', 'KDR76677.1', 'KDR68249.1', 'PPQ87785.1', 'KDR68254.1', 'KDR69397.1', 'KDR66738.1', 'KDR67110.1', 'KDR67161.1', 'KDR67172.1', 'KDR67212.1', 'KDR67214.1', 'KDR69724.1', 'KDR74708.1', 'KDR70127.1', 'KDR71163.1', 'KDR68049.1', 'KDR68054.1', 'KDR71194.1', 'KDR71196.1', 'KDR71817.1', 'KDR74803.1', 'KDR74798.1', 'KDR74801.1', 'KDR82263.1', 'KDR83101.1', 'KDR83290.1', 'KDR84696.1', 'KIM39364.1', 'KIM44199.1', 'KJA14004.1', 'KJA20943.1', 'KIM46820.1', 'KJA25222.1', 'KJA20950.1', 'KJA20991.1', 'PPQ82753.1', 'PPQ81665.1', 'PPQ87302.1', 'PPQ88930.1', 'PPQ90080.1', 'PPQ90206.1', 'PPQ90592.1', 'PPQ90663.1', 'PPQ92449.1', 'PPQ92645.1', 'PPQ94568.1', 'PPQ94569.1', 'PPQ94571.1', 'PPQ82971.1', 'PPQ88405.1', 'PPQ85002.1', 'PPQ93364.1']	['Agaricomycetes']	1
1141	KDR76921	103.0	103.0	103	1.0	1	True	['KDR76921.1']	['Agaricomycetes']	1
1142	KDR77581	49.0	49.0	49	1.0	1	True	['KDR77581.1']	['Agaricomycetes']	1
1143	KDR77873	312.0	312.0	312	1.0	1	True	['KDR77873.1']	['Agaricomycetes']	1
1144	KDR77945	124.0	124.0	124	1.0	1	True	['KDR77945.1']	['Agaricomycetes']	1
1145	KDR77954	136.0	136.0	273	2.0	2	True	['KDR77954.1', 'KDR77952.1']	['Agaricomycetes']	1
1146	KDR77959	30.0	30.0	60	2.0	2	True	['KDR77959.1', 'KDR77956.1']	['Agaricomycetes']	1
1147	KDR78421	43.0	42.0	2165	50.0	50	True	['KDR78421.1', 'EEB98204.1', 'KDR65777.1', 'KDR66257.1', 'KDR66392.1', 'KDR67010.1', 'KDR67012.1', 'KDR67017.1', 'KDR67052.1', 'KDR67054.1', 'KDR67282.1', 'KDR67307.1', 'KDR68171.1', 'KDR68477.1', 'KDR71318.1', 'KDR71898.1', 'KDR71958.1', 'KDR71962.1', 'KDR72164.1', 'KDR72170.1', 'KDR72636.1', 'KDR77591.1', 'KDR78448.1', 'KDR78452.1', 'KDR78460.1', 'KDR78464.1', 'KDR78494.1', 'KDR78527.1', 'KDR79589.1', 'KDR79916.1', 'KDR81210.1', 'KDR84602.1', 'KDR86051.1', 'KDR86056.1', 'KIJ95287.1', 'KIM36304.1', 'KIM36450.1', 'KIM37007.1', 'KIM37667.1', 'KIM44028.1', 'KIM44127.1', 'KJA14535.1', 'KJA19273.1', 'KJA19307.1', 'PPQ88234.1', 'PPQ88925.1', 'PPQ89194.1', 'PPQ89838.1', 'PPQ91835.1', 'PPQ94050.1']	['Agaricomycetes']	1
1148	KDR78489	247.0	247.0	247	1.0	1	True	['KDR78489.1']	['Agaricomycetes']	1
1149	KDR79484	117.0	117.0	117	1.0	1	True	['KDR79484.1']	['Agaricomycetes']	1
1150	KDR79590	51.0	51.0	51	1.0	1	True	['KDR79590.1']	['Agaricomycetes']	1
1151	KDR79878	335.0	335.0	335	1.0	1	True	['KDR79878.1']	['Agaricomycetes']	1
1152	KDR79890	75.0	75.0	75	1.0	1	True	['KDR79890.1']	['Agaricomycetes']	1
1153	KDR83099	104.0	104.0	104	1.0	1	True	['KDR83099.1']	['Agaricomycetes']	1
1154	KDR84243	107.0	107.0	107	1.0	1	True	['KDR84243.1']	['Agaricomycetes']	1
1155	KDR84334	360.0	369.0	1080	3.0	3	True	['KDR84334.1', 'KDR84278.1', 'KDR84379.1']	['Agaricomycetes']	1
1156	KDR84412	102.0	102.0	102	1.0	1	True	['KDR84412.1']	['Agaricomycetes']	1
1157	KDR85787	22.0	22.0	22	1.0	1	True	['KDR85787.1']	['Agaricomycetes']	1
1158	KDR85865	142.0	143.0	1994	14.0	14	True	['KDR85865.1', 'KDR66877.1', 'KDR71103.1', 'KDR71128.1', 'KDR74973.1', 'KDR84308.1', 'KDR85866.1', 'KIM34779.1', 'KIM39270.1', 'KIM42757.1', 'KDR66873.1', 'PPQ84114.1', 'PPQ85095.1', 'PPQ97464.1']	['Agaricomycetes']	1
1159	KDR86039	132.0	132.0	132	1.0	1	True	['KDR86039.1']	['Agaricomycetes']	1
1160	KEP44908	296.0	296.0	296	1.0	1	True	['KEP44908.1']	['Agaricomycetes']	1
1161	KEP45157	309.0	302.0	8656	28.0	28	True	['KEP45157.1', 'CEL56961.1', 'CEL54400.1', 'EUC59182.1', 'CUA73448.1', 'CUA74710.1', 'CUA74712.1', 'CUA75244.1', 'CUA75530.1', 'EUC57398.1', 'EUC59192.1', 'KDN39301.1', 'KEP47251.1', 'KEP51130.1', 'CEL54309.1', 'CEL54312.1', 'CCO32148.1', 'CEL54317.1', 'CCO32149.1', 'CEL54941.1', 'ELU40255.1', 'KDN43179.1', 'KEP46061.1', 'KEP46115.1', 'EUC58948.1', 'KEP48617.1', 'KEP47248.1', 'CUA70939.1']	['Agaricomycetes']	1
1162	KEP45208	78.0	78.0	78	1.0	1	True	['KEP45208.1']	['Agaricomycetes']	1
1163	KEP45588	62.0	62.0	62	1.0	1	True	['KEP45588.1']	['Agaricomycetes']	1
1164	KEP45692	55.0	55.0	110	2.0	2	True	['KEP45692.1', 'EUC60531.1']	['Agaricomycetes']	1
1165	KEP45879	28.0	28.0	28	1.0	1	True	['KEP45879.1']	['Agaricomycetes']	1
1166	KEP45946	709.0	709.0	709	0.0	1	False	['KEP45946.1']	['Agaricomycetes']	1
1167	KEP46350	154.0	154.0	154	1.0	1	True	['KEP46350.1']	['Agaricomycetes']	1
1168	KEP46808	891.0	891.0	891	0.0	1	False	['KEP46808.1']	['Agaricomycetes']	1
1169	KEP47290	53.0	53.0	212	4.0	4	True	['KEP47290.1', 'CUA70418.1', 'EUC58324.1', 'CEL58698.1']	['Agaricomycetes']	1
1170	KEP47363	52.0	52.0	52	1.0	1	True	['KEP47363.1']	['Agaricomycetes']	1
1171	KEP47873	72.0	72.0	360	5.0	5	True	['KEP47873.1', 'CUA71837.1', 'CUA68964.1', 'CUA68966.1', 'CUA71833.1']	['Agaricomycetes']	1
1172	KEP48107	52.0	52.0	210	4.0	4	True	['KEP48107.1', 'ELU35622.1', 'KDN33884.1', 'PAV21413.1']	['Agaricomycetes']	1
1173	KEP51276	514.0	514.0	1027	2.0	2	True	['KEP51276.1', 'EUC58431.1']	['Agaricomycetes']	1
1174	KEP51902	167.0	166.0	502	3.0	3	True	['KEP51902.1', 'EUC60998.1', 'KDN47295.1']	['Agaricomycetes']	1
1175	KEP52179	132.0	132.0	132	1.0	1	True	['KEP52179.1']	['Agaricomycetes']	1
1176	KEP53266	182.0	182.0	364	2.0	2	True	['KEP53266.1', 'EUC58744.1']	['Agaricomycetes']	1
1177	KEP53301	597.0	597.0	597	0.0	1	False	['KEP53301.1']	['Agaricomycetes']	1
1178	KEP53346	178.0	178.0	355	2.0	2	True	['KEP53346.1', 'KDN39778.1']	['Agaricomycetes']	1
1179	KEQ57618	339.0	339.0	339	0.0	1	False	['KEQ57618.1']	['Dothideomycetes']	1
1180	KEQ57671	206.0	206.0	206	1.0	1	True	['KEQ57671.1']	['Dothideomycetes']	1
1181	KEQ57779	174.0	174.0	174	1.0	1	True	['KEQ57779.1']	['Dothideomycetes']	1
