Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
PYI35418	4	PF11043.8 ; DUF2856 ; Protein	30.4	2.9	0.00054	19.9	0.0	19	47-65	14-32  (97)
PYI35418	5	PF04904.13 ; NCD1 ; NAB conser	28.7	3.0	0.0006	18.0	0.0	20	47-66	56-75  (79)
PYI35418	6	PF13050.6 ; DUF3911 ; Protein	17.4	7.8	0.0014	17.3	0.0	13	48-60	6-18  (77)
PYI35418	7	PF03931.15 ; Skp1_POZ ; Skp1 f	14.8	8.9	0.0018	14.8	0.0	21	45-65	40-60  (63)
PYI35418	8	PF14192.6 ; DUF4314 ; Domain o	10.4	16.0	0.003	15.5	0.0	13	45-57	10-22  (69)
PYI35418	9	PF08930.10 ; DUF1912 ; Domain	8.4	22.0	0.004	15.9	0.0	13	53-65	5-17  (84)
PYI35418	10	PF02998.14 ; Lentiviral_Tat ;	8.4	22.0	0.0041	15.9	0.0	12	52-63	52-63  (86)
OAQ78445	1	PF03096.14 ; Ndr ; Ndr family	98.7	1.6999999999999998e-12	3.1e-16	96.6	0.0	110	40-176	22-136 (283)
OAQ78445	2	PF12146.8 ; Hydrolase_4 ; Seri	98.6	3.6000000000000004e-12	6.900000000000001e-16	91.5	0.0	108	40-176	3-113 (239)
OAQ78445	3	PF06259.12 ; Abhydrolase_8 ; A	98.6	3.8e-12	7e-16	91.5	0.0	135	36-179	14-160 (190)
OAQ78445	4	PF05057.14 ; DUF676 ; Putative	98.6	3.9e-12	7.3e-16	93.1	0.0	125	39-180	3-143 (218)
OAQ78445	5	PF02129.18 ; Peptidase_S15 ; X	98.5	1.1999999999999999e-11	2.3e-15	90.1	0.0	114	39-178	16-129 (267)
OAQ78445	6	PF01083.22 ; Cutinase ; Cutina	98.5	1.4e-11	2.7e-15	89.6	0.0	129	40-180	4-142 (207)
OAQ78445	7	PF00975.20 ; Thioesterase ; Th	98.5	2.0000000000000002e-11	3.9e-15	86.1	0.0	106	42-177	1-106 (221)
OAQ78445	8	PF05990.12 ; DUF900 ; Alpha/be	98.4	2.5999999999999997e-11	4.8e-15	87.5	0.0	126	38-179	10-136 (213)
OAQ78445	9	PF02089.15 ; Palm_thioest ; Pa	98.4	4.4e-11	8.3e-15	89.1	0.0	106	43-178	1-111 (271)
OAQ78445	10	PF07819.13 ; PGAP1 ; PGAP1-lik	98.3	7.6e-11	1.3999999999999999e-14	85.2	0.0	117	40-179	3-137 (245)
CEL61586	1	PF17111.5 ; Helo_like_N ; Fung	92.5	0.0024	4.8e-07	45.6	0.0	118	97-214	7-135 (209)
CEL61586	2	PF17100.5 ; NACHT_N ; N-termin	88.5	0.013999999999999999	2.7000000000000004e-06	42.4	0.0	112	97-208	101-226 (229)
CEL61586	3	PF17109.5 ; Goodbye ; fungal S	85.8	0.027999999999999997	5.400000000000001e-06	36.6	0.0	47	97-143	75-121 (123)
CEL61586	4	PF17107.5 ; SesA ; N-terminal	74.0	0.15	2.8000000000000003e-05	32.7	0.0	31	115-145	15-45  (133)
CEL61586	5	PF16560.5 ; SAPI ; Putative mo	50.8	0.87	0.00016	30.8	0.0	49	92-140	156-206 (213)
CEL61586	6	PF05659.11 ; RPW8 ; Arabidopsi	32.1	2.6	0.00047999999999999996	26.9	0.0	86	120-206	26-113 (140)
CEL61586	7	PF10805.8 ; DUF2730 ; Protein	26.7	3.6	0.0006900000000000001	24.0	0.0	25	120-144	27-51  (95)
CEL61586	8	PF15894.5 ; SgrT ; Inhibitor o	24.6	4.4	0.0008	20.8	0.0	16	255-270	25-40  (49)
CEL61586	9	PF04065.15 ; Not3 ; Not1 N-ter	19.3	6.5	0.0012	27.3	0.0	20	190-209	72-91  (232)
CEL61586	10	PF11262.8 ; Tho2 ; Transcripti	18.1	7.1	0.0013	28.0	0.0	52	82-133	240-292 (298)
PVI00627	1	PF17109.5 ; Goodbye ; fungal S	99.3	5.5000000000000006e-17	1.0000000000000001e-20	125.9	0.0	117	74-193	1-123 (123)
PVI00627	2	PF17100.5 ; NACHT_N ; N-termin	99.2	4.5e-16	8.499999999999999e-20	134.2	0.0	131	122-255	79-222 (229)
PVI00627	3	PF05729.12 ; NACHT ; NACHT dom	94.4	0.00047000000000000004	9.199999999999999e-08	51.0	0.0	20	396-415	1-20  (170)
PVI00627	4	PF18751.1 ; Ploopntkinase3 ; P	94.2	0.00056	1.1e-07	52.3	0.0	20	395-414	3-22  (187)
PVI00627	5	PF07931.12 ; CPT ; Chloramphen	94.0	0.00075	1.5e-07	50.1	0.0	19	396-414	2-20  (163)
PVI00627	6	PF00931.22 ; NB-ARC ; NB-ARC d	93.9	0.00078	1.5e-07	52.8	0.0	32	384-415	7-38  (240)
PVI00627	7	PF01637.18 ; ATPase_2 ; ATPase	93.9	0.00079	1.5e-07	51.7	0.0	21	395-415	20-40  (209)
PVI00627	8	PF13671.6 ; AAA_33 ; AAA domai	93.9	0.00082	1.6e-07	48.5	0.0	18	397-414	1-18  (142)
PVI00627	9	PF14532.6 ; Sigma54_activ_2 ;	93.9	0.00084	1.6e-07	48.5	0.0	21	395-415	21-41  (135)
PVI00627	10	PF13238.6 ; AAA_18 ; AAA domai	93.8	0.0009	1.7e-07	46.1	0.0	17	398-414	1-17  (108)
OCK99664	1	PF06516.11 ; NUP ; Purine nucl	99.7	1.3e-23	2.5e-27	207.0	0.0	261	117-399	2-321 (329)
OCK99664	2	PF01048.20 ; PNP_UDP_1 ; Phosp	99.5	6.9e-19	1.4e-22	160.4	0.0	202	118-394	1-213 (215)
OCK99664	3	PF01637.18 ; ATPase_2 ; ATPase	94.9	0.00021	4.3e-08	58.5	0.0	36	452-491	10-46  (209)
OCK99664	4	PF14516.6 ; AAA_35 ; AAA-like	94.9	0.00022	4.5e-08	63.9	0.0	64	455-525	24-88  (330)
OCK99664	5	PF07693.14 ; KAP_NTPase ; KAP	94.8	0.00026000000000000003	5.4e-08	62.4	0.0	59	461-525	31-89  (307)
OCK99664	6	PF05729.12 ; NACHT ; NACHT dom	94.3	0.00047000000000000004	9.7e-08	53.9	0.0	27	462-492	1-27  (170)
OCK99664	7	PF05621.11 ; TniB ; Bacterial	94.2	0.0005200000000000001	1.1e-07	55.1	0.0	27	461-491	35-61  (191)
OCK99664	8	PF00931.22 ; NB-ARC ; NB-ARC d	94.1	0.0006	1.2e-07	56.6	0.0	34	452-489	6-42  (240)
OCK99664	9	PF10923.8 ; DUF2791 ; P-loop D	93.7	0.0009400000000000001	1.9e-07	62.4	0.0	59	460-526	48-110 (413)
OCK99664	10	PF09820.9 ; AAA-ATPase_like ;	93.1	0.0015	3.1e-07	56.4	0.0	26	461-490	31-56  (278)
XP_013424499	1	PF08043.12 ; Xin ; Xin repeat	73.2	0.17	3.1e-05	17.6	0.0	11	44-54	3-13  (16)
XP_013424499	2	PF18532.1 ; DUF5621 ; Domain o	42.9	1.3	0.00025	23.2	0.0	20	37-56	63-82  (140)
XP_013424499	3	PF16496.5 ; SWIRM-assoc_2 ; SW	34.1	2.2	0.00043	25.7	0.0	22	44-65	227-248 (405)
XP_013424499	4	PF17671.1 ; DUF5531 ; Family o	18.0	7.4	0.0013	20.3	0.0	16	19-34	86-101 (152)
XP_013424499	5	PF16514.5 ; NADH-UOR_E ; putat	15.3	9.4	0.0017	17.5	0.0	16	18-33	52-67  (74)
XP_013424499	6	PF02315.16 ; MDH ; Methanol de	11.6	14.0	0.0026	17.2	0.0	25	28-52	58-82  (85)
XP_013424499	7	PF02248.16 ; Como_SCP ; Small	10.9	15.0	0.0028	19.5	0.0	40	14-53	86-125 (184)
XP_013424499	8	PF11332.8 ; DUF3134 ; Protein	7.5	25.0	0.0047	15.4	0.0	9	55-63	23-31  (69)
XP_013424499	9	PF14088.6 ; DUF4268 ; Domain o	6.3	28.0	0.0058	15.4	0.0	24	27-50	64-87  (134)
XP_013424499	10	PF12163.8 ; HobA ; DNA replica	6.3	31.0	0.0059	17.9	0.0	22	33-54	120-141 (180)
PQE30996	1	PF08357.11 ; SEFIR ; SEFIR dom	89.6	0.0081	1.9e-06	46.8	0.0	77	113-209	1-79  (160)
PQE30996	2	PF01637.18 ; ATPase_2 ; ATPase	39.8	1.2	0.0003	31.7	0.0	35	442-476	12-46  (209)
PQE30996	3	PF13191.6 ; AAA_16 ; AAA ATPas	29.4	2.2	0.00057	29.5	0.0	29	451-479	25-53  (189)
PQE30996	4	PF05621.11 ; TniB ; Bacterial	27.1	2.6	0.00067	29.2	0.0	30	448-477	33-62  (191)
PQE30996	5	PF00931.22 ; NB-ARC ; NB-ARC d	27.1	2.6	0.00067	30.1	0.0	26	450-475	18-43  (240)
PQE30996	6	PF07693.14 ; KAP_NTPase ; KAP	21.8	3.8	0.00098	31.0	0.0	30	448-477	29-58  (307)
PQE30996	7	PF05729.12 ; NACHT ; NACHT dom	21.6	3.8	0.00099	27.2	0.0	25	452-476	2-26  (170)
PQE30996	8	PF14516.6 ; AAA_35 ; AAA-like	16.8	5.9	0.0015	30.3	0.0	28	449-476	29-56  (330)
PQE30996	9	PF13401.6 ; AAA_22 ; AAA domai	16.3	6.1	0.0016	25.0	0.0	28	449-476	4-31  (131)
PQE30996	10	PF06745.13 ; ATPase ; KaiC	14.8	7.1	0.0018	27.6	0.0	32	448-479	17-48  (232)
KIM27019	1	PF08260.11 ; Kinin ; Insect ki	35.1	2.2	0.0004	12.7	0.0	6	24-29	2-7   (8)
KIM27019	2	PF15894.5 ; SgrT ; Inhibitor o	24.2	4.2	0.00082	18.0	0.0	14	39-52	26-39  (49)
KIM27019	3	PF18385.1 ; Tiam_CC_Ex ; T-lym	21.9	5.1	0.00098	20.3	0.0	19	36-54	21-39  (98)
KIM27019	4	PF06531.11 ; DUF1108 ; Protein	15.3	8.8	0.0017	18.6	0.0	21	37-57	54-74  (84)
KIM27019	5	PF02520.17 ; DUF148 ; Domain o	15.0	8.0	0.0018	17.7	0.0	16	40-55	11-26  (103)
KIM27019	6	PF14203.6 ; TTRAP ; Putative t	14.2	9.3	0.0019	16.7	0.0	15	36-50	12-26  (60)
KIM27019	7	PF04255.14 ; DUF433 ; Protein	13.7	9.2	0.002	15.5	0.0	21	32-52	9-29  (55)
KIM27019	8	PF06945.13 ; DUF1289 ; Protein	12.9	11.0	0.0022	15.5	0.0	16	43-58	21-36  (47)
KIM27019	9	PF13124.6 ; DUF3963 ; Protein	10.0	17.0	0.0032	15.3	0.0	12	43-54	11-22  (40)
KIM27019	10	PF11043.8 ; DUF2856 ; Protein	9.9	17.0	0.0032	18.0	0.0	19	36-54	14-32  (97)
XP_022284051	1	PF06516.11 ; NUP ; Purine nucl	98.4	5.7000000000000003e-11	1.1e-14	87.8	0.0	69	21-89	201-290 (329)
XP_022284051	2	PF01048.20 ; PNP_UDP_1 ; Phosp	97.7	9.7e-09	1.8000000000000002e-12	69.9	0.0	67	23-89	126-198 (215)
XP_022284051	3	PF16496.5 ; SWIRM-assoc_2 ; SW	24.4	4.4	0.00081	27.8	0.0	20	157-176	227-246 (405)
XP_022284051	4	PF08515.12 ; TGF_beta_GS ; Tra	6.7	30.0	0.0054	12.9	0.0	13	63-75	15-27  (28)
XP_022284051	5	PF07808.13 ; RED_N ; RED-like	5.6	37.0	0.0069	20.6	0.0	28	52-79	171-198 (234)
XP_022284051	6	PF06906.11 ; DUF1272 ; Protein	4.5	50.0	0.009000000000000001	15.2	0.0	10	7-16	49-58  (58)
XP_022284051	7	PF12112.8 ; DUF3579 ; Protein	2.1	120.0	0.023	14.9	0.0	31	68-98	4-34  (92)
XP_022284051	8	PF00164.25 ; Ribosom_S12_S23 ;	0.9	320.0	0.057999999999999996	13.6	0.0	17	64-80	80-96  (112)
XP_022284051	9	PF13022.6 ; HTH_Tnp_1_2 ; Heli	0.9	310.0	0.059000000000000004	12.3	0.0	9	161-170	44-52  (124)
XP_022284051	10	PF12161.8 ; HsdM_N ; HsdM N-te	0.9	340.0	0.064	12.5	0.0	16	65-80	25-40  (129)
EXM15090	1	PF17100.5 ; NACHT_N ; N-termin	99.6	9.7e-21	1.8999999999999998e-24	168.9	0.0	193	132-335	1-228 (229)
EXM15090	2	PF17109.5 ; Goodbye ; fungal S	98.4	2.7e-11	5.1e-15	94.9	0.0	118	135-261	1-123 (123)
EXM15090	3	PF01637.18 ; ATPase_2 ; ATPase	88.8	0.013000000000000001	2.5e-06	45.0	0.0	35	410-449	10-44  (209)
EXM15090	4	PF05729.12 ; NACHT ; NACHT dom	88.2	0.015	3e-06	42.7	0.0	23	424-449	2-24  (170)
EXM15090	5	PF01057.17 ; Parvo_NS1 ; Parvo	88.0	0.016	3.1e-06	48.2	0.0	31	410-441	106-136 (284)
EXM15090	6	PF14516.6 ; AAA_35 ; AAA-like	87.8	0.017	3.4e-06	48.4	0.0	24	423-449	31-54  (330)
EXM15090	7	PF00931.22 ; NB-ARC ; NB-ARC d	87.5	0.018000000000000002	3.6000000000000003e-06	45.0	0.0	31	410-441	6-36  (240)
EXM15090	8	PF05621.11 ; TniB ; Bacterial	87.4	0.018000000000000002	3.7000000000000006e-06	43.3	0.0	18	423-441	36-53  (191)
EXM15090	9	PF07931.12 ; CPT ; Chloramphen	87.1	0.02	3.9e-06	42.3	0.0	18	423-441	2-19  (163)
EXM15090	10	PF14532.6 ; Sigma54_activ_2 ;	87.1	0.02	3.9e-06	41.2	0.0	18	423-441	22-39  (135)
XP_009228193	1	PF17046.5 ; Ses_B ; SesB domai	95.8	3.6e-05	6.9e-09	31.6	0.0	23	6-28	5-27  (28)
XP_009228193	2	PF08259.11 ; Periviscerokin ;	68.0	0.27	4.8e-05	15.2	0.0	7	45-51	4-10  (11)
XP_009228193	3	PF18601.1 ; EZH2_N ; EZH2 N-te	18.5	6.9	0.0013	17.8	0.0	14	39-52	51-64  (81)
XP_009228193	4	PF06967.11 ; Mo-nitro_C ; Mo-d	7.6	25.0	0.0046	15.7	0.0	6	47-52	30-35  (82)
XP_009228193	5	PF16188.5 ; Peptidase_M24_C ;	6.5	27.0	0.0056	13.6	0.0	9	44-52	8-16  (63)
XP_009228193	6	PF14365.6 ; Neprosin_AP ; Nepr	5.3	35.0	0.0073	14.7	0.0	12	41-52	68-79  (123)
XP_009228193	7	PF00796.18 ; PSI_8 ; Photosyst	4.5	48.0	0.009000000000000001	11.1	0.0	7	43-49	2-8   (24)
XP_009228193	8	PF17624.2 ; US30 ; Family of u	4.5	50.0	0.009000000000000001	17.6	0.0	15	34-48	266-280 (282)
XP_009228193	9	PF16602.5 ; USP19_linker ; Lin	4.1	57.0	0.01	15.3	0.0	15	34-48	81-95  (123)
XP_009228193	10	PF11135.8 ; DUF2888 ; Protein	4.0	58.0	0.01	15.5	0.0	8	44-51	10-17  (144)
KIK44831	1	PF11043.8 ; DUF2856 ; Protein	28.6	3.1	0.0006	22.4	0.0	21	56-77	12-32  (97)
KIK44831	2	PF15894.5 ; SgrT ; Inhibitor o	23.5	4.4	0.0008699999999999999	18.9	0.0	15	61-75	25-39  (49)
KIK44831	3	PF02037.27 ; SAP ; SAP domain	21.0	4.5	0.001	14.8	0.0	15	61-75	21-35  (35)
KIK44831	4	PF13124.6 ; DUF3963 ; Protein	18.3	7.2	0.0013	17.6	0.0	11	67-77	12-22  (40)
KIK44831	5	PF18385.1 ; Tiam_CC_Ex ; T-lym	16.1	8.4	0.0016	20.5	0.0	18	60-77	22-39  (98)
KIK44831	6	PF13663.6 ; DUF4148 ; Domain o	10.9	13.0	0.0028	16.5	0.0	17	61-77	27-43  (53)
KIK44831	7	PF14203.6 ; TTRAP ; Putative t	10.7	14.0	0.0029	17.0	0.0	16	59-74	12-27  (60)
KIK44831	8	PF17528.2 ; DUF5449 ; Family o	9.0	20.0	0.0036	20.7	0.0	37	42-79	119-156 (174)
KIK44831	9	PF03931.15 ; Skp1_POZ ; Skp1 f	8.7	17.0	0.0038	15.2	0.0	21	57-77	40-60  (63)
KIK44831	10	PF15805.5 ; SCNM1_acidic ; Aci	7.5	24.0	0.0047	15.7	0.0	14	43-56	30-43  (46)
KFX51227	1	PF06516.11 ; NUP ; Purine nucl	99.8	1.1999999999999998e-23	2.2000000000000002e-27	209.0	0.0	272	45-371	2-321 (329)
KFX51227	2	PF01048.20 ; PNP_UDP_1 ; Phosp	99.5	1.3000000000000002e-18	2.4e-22	161.4	0.0	204	46-367	1-214 (215)
KFX51227	3	PF17100.5 ; NACHT_N ; N-termin	99.1	4.4e-15	8e-19	138.1	0.0	137	459-597	79-228 (229)
KFX51227	4	PF17109.5 ; Goodbye ; fungal S	98.7	1.2e-12	2.2000000000000002e-16	107.3	0.0	116	414-529	1-123 (123)
KFX51227	5	PF17111.5 ; Helo_like_N ; Fung	55.5	0.63	0.00011999999999999999	37.1	0.0	23	578-600	112-134 (209)
KFX51227	6	PF15967.5 ; Nucleoporin_FG2 ;	38.5	1.8	0.00033	40.8	0.0	9	440-448	252-260 (605)
KFX51227	7	PF15967.5 ; Nucleoporin_FG2 ;	27.5	3.6	0.00065	38.5	0.0	60	496-557	346-405 (605)
KFX51227	8	PF16496.5 ; SWIRM-assoc_2 ; SW	6.5	31.0	0.0056	29.5	0.0	19	670-688	228-246 (405)
KFX51227	9	PF15469.6 ; Sec5 ; Exocyst com	5.7	37.0	0.0067	25.0	0.0	26	538-563	90-116 (194)
KFX51227	10	PF12491.8 ; ApoB100_C ; Apolip	5.3	41.0	0.0073	19.2	0.0	34	530-563	18-51  (57)
GAO87762	1	PF17111.5 ; Helo_like_N ; Fung	98.8	4.3000000000000004e-13	8.5e-17	102.9	0.0	162	51-226	1-178 (209)
GAO87762	2	PF17107.5 ; SesA ; N-terminal	97.0	5.1e-07	9.900000000000001e-11	62.9	0.0	82	57-142	1-84  (133)
GAO87762	3	PF00599.17 ; Flu_M2 ; Influenz	60.1	0.48	8.6e-05	28.2	0.0	21	49-69	21-41  (97)
GAO87762	4	PF14479.6 ; HeLo ; Prion-inhib	36.5	1.9	0.00037	28.8	0.0	48	54-102	4-51  (199)
GAO87762	5	PF18709.1 ; DLP_helical ; Dyna	22.9	4.6	0.0009	28.8	0.0	35	42-76	233-268 (333)
GAO87762	6	PF15967.5 ; Nucleoporin_FG2 ;	20.0	6.0	0.0011	31.6	0.0	12	159-170	355-366 (605)
GAO87762	7	PF16496.5 ; SWIRM-assoc_2 ; SW	17.6	7.4	0.0014	29.4	0.0	17	240-256	229-245 (405)
GAO87762	8	PF05508.11 ; Ran-binding ; Ran	16.7	8.1	0.0015	28.4	0.0	23	155-178	134-156 (344)
GAO87762	9	PF06667.12 ; PspB ; Phage shoc	15.6	8.8	0.0017	20.9	0.0	21	85-105	44-64  (73)
GAO87762	10	PF17520.2 ; DUF5445 ; Family o	13.8	11.0	0.002	18.5	0.0	18	41-58	21-38  (52)
PGH12591	1	PF17046.5 ; Ses_B ; SesB domai	96.8	1.1e-06	2.1000000000000002e-10	32.1	0.0	23	5-27	5-27  (28)
PGH12591	2	PF17108.5 ; HET-S ; N-terminal	14.4	10.0	0.0019	11.6	0.0	12	12-23	10-21  (23)
PGH12591	3	PF05931.11 ; AgrD ; Staphyloco	11.9	13.0	0.0025	12.2	0.0	9	30-38	29-37  (44)
PGH12591	4	PF12721.7 ; RHIM ; RIP homotyp	7.8	23.0	0.0044	12.4	0.0	10	14-23	39-48  (52)
PGH12591	5	PF05968.11 ; Bacillus_PapR ; B	6.8	29.0	0.0053	12.1	0.0	10	3-12	13-22  (45)
PGH12591	6	PF17153.4 ; CHASE9 ; Periplasm	5.9	35.0	0.0064	14.2	0.0	14	24-37	101-114 (116)
PGH12591	7	PF10783.9 ; DUF2599 ; Protein	5.2	38.0	0.0075	12.5	0.0	9	30-38	76-84  (98)
PGH12591	8	PF08995.10 ; NIP_1 ; Necrosis	4.2	55.0	0.0098	12.2	0.0	12	8-19	64-75  (82)
PGH12591	9	PF07921.12 ; Fibritin_C ; Fibr	4.2	52.0	0.0098	12.5	0.0	12	11-22	16-27  (86)
PGH12591	10	PF05906.11 ; DUF865 ; Herpesvi	4.0	59.0	0.01	10.2	0.0	4	35-38	9-12  (35)
XP_007333708	1	PF11043.8 ; DUF2856 ; Protein	29.4	2.9	0.00057	29.0	0.0	26	277-303	9-34  (97)
XP_007333708	2	PF05576.11 ; Peptidase_S37 ; P	12.2	10.0	0.0024	30.1	0.0	38	262-303	378-415 (448)
XP_007333708	3	PF15894.5 ; SgrT ; Inhibitor o	10.9	14.0	0.0028	21.9	0.0	15	285-299	25-39  (49)
XP_007333708	4	PF03392.13 ; OS-D ; Insect phe	10.7	13.0	0.0029	23.6	0.0	27	3-29	63-90  (93)
XP_007333708	5	PF11868.8 ; DUF3388 ; Protein	10.4	16.0	0.003	27.5	0.0	32	3-34	27-64  (189)
XP_007333708	6	PF10104.9 ; Brr6_like_C_C ; Di	8.0	20.0	0.0043	24.0	0.0	23	277-299	52-75  (127)
XP_007333708	7	PF13663.6 ; DUF4148 ; Domain o	7.7	21.0	0.0045	20.4	0.0	18	285-302	27-44  (53)
XP_007333708	8	PF10414.9 ; CysG_dimeriser ; S	6.3	24.0	0.0059	18.1	0.0	18	4-21	17-34  (58)
XP_007333708	9	PF08735.10 ; DUF1786 ; Putativ	5.9	31.0	0.0064	26.4	0.0	20	11-30	98-118 (252)
XP_007333708	10	PF17528.2 ; DUF5449 ; Family o	4.7	46.0	0.0086	24.3	0.0	46	257-303	110-156 (174)
XP_007774779	1	PF11043.8 ; DUF2856 ; Protein	48.6	0.95	0.00018	22.3	0.0	22	37-59	12-33  (97)
XP_007774779	2	PF15894.5 ; SgrT ; Inhibitor o	38.5	1.7	0.00033	18.5	0.0	15	42-56	25-39  (49)
XP_007774779	3	PF13124.6 ; DUF3963 ; Protein	35.4	2.2	0.00039	17.5	0.0	11	48-58	12-22  (40)
XP_007774779	4	PF02037.27 ; SAP ; SAP domain	31.4	2.4	0.0005	14.4	0.0	15	42-56	21-35  (35)
XP_007774779	5	PF18385.1 ; Tiam_CC_Ex ; T-lym	31.3	2.7	0.0005099999999999999	20.5	0.0	19	40-58	21-39  (98)
XP_007774779	6	PF14203.6 ; TTRAP ; Putative t	19.0	6.2	0.0012	16.7	0.0	17	39-55	11-27  (60)
XP_007774779	7	PF01120.17 ; Alpha_L_fucos ; A	18.3	6.3	0.0013	21.7	0.0	48	11-58	298-345 (348)
XP_007774779	8	PF13663.6 ; DUF4148 ; Domain o	17.6	7.0	0.0014	15.9	0.0	17	42-58	27-43  (53)
XP_007774779	9	PF03931.15 ; Skp1_POZ ; Skp1 f	15.4	8.0	0.0017	15.1	0.0	21	38-58	40-60  (63)
XP_007774779	10	PF17528.2 ; DUF5449 ; Family o	13.1	12.0	0.0022	19.6	0.0	42	17-59	113-155 (174)
EMD36360	1	PF17109.5 ; Goodbye ; fungal S	88.7	0.013999999999999999	2.5e-06	36.4	0.0	45	74-118	76-120 (123)
EMD36360	2	PF17111.5 ; Helo_like_N ; Fung	79.7	0.081	1.4999999999999999e-05	35.1	0.0	82	76-159	10-91  (209)
EMD36360	3	PF17100.5 ; NACHT_N ; N-termin	75.4	0.13	2.4e-05	34.9	0.0	97	73-171	101-203 (229)
EMD36360	4	PF17107.5 ; SesA ; N-terminal	62.2	0.41	7.5e-05	28.9	0.0	30	92-121	16-45  (133)
EMD36360	5	PF11043.8 ; DUF2856 ; Protein	42.5	1.4	0.00026000000000000003	25.0	0.0	28	226-257	5-32  (97)
EMD36360	6	PF15894.5 ; SgrT ; Inhibitor o	31.9	2.7	0.00049	20.4	0.0	16	241-256	25-40  (49)
EMD36360	7	PF16560.5 ; SAPI ; Putative mo	30.1	3.1	0.00055	26.3	0.0	43	73-115	163-205 (213)
EMD36360	8	PF15967.5 ; Nucleoporin_FG2 ;	27.7	3.6	0.00064	31.8	0.0	21	175-195	353-373 (605)
EMD36360	9	PF15967.5 ; Nucleoporin_FG2 ;	18.2	7.3	0.0013	29.8	0.0	21	137-157	354-374 (605)
EMD36360	10	PF11262.8 ; Tho2 ; Transcripti	17.7	7.6	0.0014	26.6	0.0	51	55-108	241-291 (298)
KIM21961	1	PF11043.8 ; DUF2856 ; Protein	75.5	0.13	2.4e-05	25.7	0.0	29	26-56	4-32  (97)
KIM21961	2	PF15894.5 ; SgrT ; Inhibitor o	46.8	1.0	0.0002	19.2	0.0	16	40-55	25-40  (49)
KIM21961	3	PF18385.1 ; Tiam_CC_Ex ; T-lym	34.3	2.2	0.00042	20.7	0.0	19	38-56	21-39  (98)
KIM21961	4	PF13124.6 ; DUF3963 ; Protein	29.1	3.3	0.00059	16.8	0.0	11	46-56	12-22  (40)
KIM21961	5	PF13050.6 ; DUF3911 ; Protein	17.5	7.7	0.0014	17.6	0.0	12	40-51	7-18  (77)
KIM21961	6	PF14063.6 ; DUF4254 ; Protein	12.5	12.0	0.0023	18.3	0.0	17	40-56	42-58  (146)
KIM21961	7	PF17861.1 ; Laterosporulin ; L	12.1	14.0	0.0024	14.9	0.0	10	36-45	31-40  (49)
KIM21961	8	PF17063.5 ; Psm4 ; Phenol-solu	10.3	17.0	0.003	12.0	0.0	13	40-52	4-16  (20)
KIM21961	9	PF07223.11 ; DUF1421 ; UBA-lik	9.2	19.0	0.0035	14.4	0.0	20	5-24	22-41  (45)
KIM21961	10	PF11165.8 ; DUF2949 ; Protein	7.3	25.0	0.0048	14.5	0.0	8	47-54	48-55  (56)
KIN99576	1	PF15729.5 ; ALS2CR11 ; Amyotro	96.3	9e-06	1.7000000000000001e-09	77.7	0.0	95	121-218	22-135 (420)
KIN99576	2	PF17100.5 ; NACHT_N ; N-termin	96.2	1.1e-05	2.0999999999999998e-09	71.2	0.0	136	285-421	79-227 (229)
KIN99576	3	PF11618.8 ; C2-C2_1 ; First C2	95.9	2.8999999999999997e-05	5.9e-09	62.3	0.0	93	120-217	6-110 (142)
KIN99576	4	PF17109.5 ; Goodbye ; fungal S	93.2	0.0015	3e-07	50.5	0.0	70	285-354	52-122 (123)
KIN99576	5	PF00168.30 ; C2 ; C2 domain	92.8	0.0019	3.8e-07	47.7	0.0	85	124-216	2-106 (116)
KIN99576	6	PF05621.11 ; TniB ; Bacterial	88.9	0.012	2.4e-06	46.5	0.0	48	465-525	15-63  (191)
KIN99576	7	PF06309.11 ; Torsin ; Torsin	88.5	0.013000000000000001	2.7000000000000004e-06	43.4	0.0	28	498-525	52-80  (126)
KIN99576	8	PF07693.14 ; KAP_NTPase ; KAP	88.2	0.013999999999999999	3e-06	50.3	0.0	65	466-532	1-67  (307)
KIN99576	9	PF01057.17 ; Parvo_NS1 ; Parvo	86.4	0.023	4.7e-06	49.3	0.0	44	468-525	102-146 (284)
KIN99576	10	PF13177.6 ; DNA_pol3_delta2 ;	83.7	0.042	8e-06	48.6	0.0	43	466-523	2-45  (297)
KZZ99530	1	PF08043.12 ; Xin ; Xin repeat	84.2	0.04	7.2999999999999996e-06	15.9	0.0	11	14-24	4-14  (16)
KZZ99530	2	PF16496.5 ; SWIRM-assoc_2 ; SW	73.6	0.15	2.8999999999999997e-05	25.0	0.0	18	14-31	228-245 (405)
KZZ99530	3	PF08260.11 ; Kinin ; Insect ki	57.7	0.57	0.0001	10.9	0.0	6	23-28	2-7   (8)
KZZ99530	4	PF07533.16 ; BRK ; BRK domain	52.9	0.71	0.00014	15.3	0.0	12	15-26	29-40  (44)
KZZ99530	5	PF18532.1 ; DUF5621 ; Domain o	41.0	1.5	0.00028	18.5	0.0	20	7-26	64-83  (140)
KZZ99530	6	PF09652.10 ; Cas_VVA1548 ; Put	39.2	1.7	0.00031	16.9	0.0	14	10-23	4-17  (90)
KZZ99530	7	PF02315.16 ; MDH ; Methanol de	33.7	2.4	0.00044	16.5	0.0	21	1-21	62-82  (85)
