Cluster no	Representative no	Nterm	Nterm_GDT
XP_011392840	XP_025388293.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025479181.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025496603.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025514616.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025538894.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025558304.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_754863.2	SESB-LIKE	SESB-LIKE
XP_011392840	RAL59989.1	SESB-LIKE	SESB-LIKE
XP_011392840	RAR00817.1	SESB-LIKE	SESB-LIKE
XP_011392840	KNG48873.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007706065.1	SESB-LIKE	SESB-LIKE
XP_011392840	PZD27430.1	SESB-LIKE	SESB-LIKE
XP_011392840	RAR03781.1	SESB-LIKE	SESB-LIKE
XP_011392840	KNG46426.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ83956.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ65876.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR09691.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR18858.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA22837.1	SESB-LIKE	SESB-LIKE PFD-LIKE PFD-LIKE
XP_011392840	RBQ98158.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR21054.1	SESB-LIKE	SESB-LIKE
XP_011392840	RCI15366.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDA85631.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDA94102.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW64642.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	RDA85187.1	SESB-LIKE	SESB-LIKE
XP_011392840	RCI15173.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDA94471.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDA86385.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDA88261.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDH30693.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	RDL31471.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL31530.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL36402.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL37811.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL38237.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL42485.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW57004.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	RDW57492.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58335.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007831728.1	SESB-LIKE	SESB-LIKE
XP_011392840	KND87194.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW57768.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58735.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW57811.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58661.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58642.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW57837.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58786.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58801.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58861.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW59145.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW63678.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW59896.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW65591.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW61987.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW67034.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW64624.1	SESB-LIKE	SESB-LIKE
XP_011392840	KGO70255.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW64629.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW68629.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW65062.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW68222.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW65601.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW59908.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW67573.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW75280.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW85549.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW77997.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW78214.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW82749.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW84265.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW87769.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW73010.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW89219.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW70414.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW89694.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW91132.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW58022.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW91693.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW60574.1	SESB-LIKE	SESB-LIKE
XP_011392840	KIM97273.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDW94780.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFN45021.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU23642.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFZ17907.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY31481.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY32349.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFZ13177.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU23947.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU24043.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVH83178.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU28895.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU29445.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU34164.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU35461.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU77887.1	SESB-LIKE	SESB-LIKE
XP_011392840	OPB45775.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024769258.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU78839.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU80475.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024769933.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU82165.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO50661.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO51247.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023433800.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO92473.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV27413.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM16559.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV57103.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	SCV57204.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM33775.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM33297.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM34902.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM35865.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	SLM36702.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM36865.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM37225.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM37648.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM37822.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM38087.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM38624.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM39936.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM39977.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM40880.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM41323.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM34263.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM36321.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM37256.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM39143.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024732127.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM40205.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM33794.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM34046.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM34065.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM34305.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM40296.1	SESB-LIKE	SESB-LIKE
XP_011392840	SLM40558.1	SESB-LIKE	SESB-LIKE
XP_011392840	SMR47156.1	SESB-LIKE	SESB-LIKE
XP_011392840	SMQ47372.1	SESB-LIKE	SESB-LIKE
XP_011392840	SMR45907.1	SESB-LIKE	SESB-LIKE
XP_011392840	SMY21055.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001221467.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001228396.1	SESB-LIKE	unk
XP_011392840	XP_001228712.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001229942.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLU86522.1	SESB-LIKE	SESB-LIKE
XP_011392840	PKS11616.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001225212.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001239842.2	SESB-LIKE	SESB-LIKE
XP_011392840	EFW19640.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001241700.2	SESB-LIKE	SESB-LIKE
XP_011392840	EFW17799.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001585874.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_001596204.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001905642.1	SESB-LIKE	SESB-LIKE
XP_011392840	CDP30253.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001907606.1	SESB-LIKE	SESB-LIKE
XP_011392840	CDP31750.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002145009.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002543393.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002558470.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_002563012.1	SESB-LIKE	SESB-LIKE
XP_011392840	KZN87168.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002582463.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002582662.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002583319.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002625933.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002628588.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_003005020.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_003005077.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003039770.1	SESB-LIKE	unk
XP_011392840	XP_003041672.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR49524.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT02915.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZS88147.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMT73423.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK97781.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL05354.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR41650.1	SESB-LIKE	SESB-LIKE ZN_CLUS
XP_011392840	ENH67102.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY85755.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ31619.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ94205.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA39669.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK38360.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL42896.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM00556.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLP04269.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD29544.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD31340.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA13193.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ92223.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR09670.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO12241.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO12244.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO22706.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO88743.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV30793.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018251491.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018759422.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL73093.1	SESB-LIKE	SESB-LIKE
XP_011392840	GAP85018.2	SESB-LIKE	SESB-LIKE
XP_011392840	KFY26604.1	SESB-LIKE	SESB-LIKE
XP_011392840	KKP01010.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLP21280.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL07159.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL12480.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLO80599.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA15880.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR15754.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO58686.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO75796.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV57741.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023438192.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLU85305.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLU88417.1	SESB-LIKE	SESB-LIKE
XP_011392840	OIW32488.1	SESB-LIKE	SESB-LIKE
XP_011392840	PSN69445.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVH81097.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL35963.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFU29824.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001224763.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001907649.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007778408.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007832899.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007833036.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_011321042.1	SESB-LIKE	SESB-LIKE
XP_011392840	EYB27866.1	SESB-LIKE	SESB-LIKE
XP_011392840	PTD07757.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013264959.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013954286.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024404575.1	SESB-LIKE	SESB-LIKE
XP_011392840	ETS02804.1	SESB-LIKE	SESB-LIKE
XP_011392840	PKK41851.1	SESB-LIKE	SESB-LIKE
XP_011392840	PTB78818.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006964437.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013949143.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024752615.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024777936.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024739972.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003048523.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ35285.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK96463.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK98440.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR48374.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMT62469.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH74085.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY84836.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ96722.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA37410.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK34949.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK86173.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL78716.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM06068.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM25090.1	SESB-LIKE	SESB-LIKE
XP_011392840	KIL88853.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLP12267.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBS25749.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD28274.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD28958.1	SESB-LIKE	SESB-LIKE
XP_011392840	PTD07176.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ84861.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	RBR06940.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFN52578.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO49709.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO89382.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV42853.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009263500.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018253240.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018758752.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018758753.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023436183.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025586753.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003052097.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003052749.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003170723.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003172796.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003174511.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGD98476.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGE05543.1	SESB-LIKE	SESB-LIKE
XP_011392840	EZF35156.1	SESB-LIKE	SESB-LIKE
XP_011392840	GBF65144.1	SESB-LIKE	SESB-LIKE
XP_011392840	KDB24601.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003013786.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003024860.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003235698.1	SESB-LIKE	SESB-LIKE
XP_011392840	OAL61675.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	OAL73335.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_002842812.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	XP_003169248.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003346516.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003347270.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003352393.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003352705.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003654003.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001227288.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003654604.1	SESB-LIKE	SESB-LIKE
XP_011392840	PKS13158.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001228845.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003655048.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003661698.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003665143.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001227665.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003654422.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003709501.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006667238.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006670723.1	SESB-LIKE	SESB-LIKE
XP_011392840	OAQ98411.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006671537.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	OTB06173.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006691558.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006692250.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006694875.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006695114.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_006695265.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007696436.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007720337.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007731122.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR69357.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXU94777.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL41952.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007826690.2	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013283672.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_016255574.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007740496.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007746190.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007748398.1	SESB-LIKE	SESB-LIKE
XP_011392840	OAL17626.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007725130.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007755913.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013265012.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013278365.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007748914.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007752152.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_016622308.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007761938.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007778789.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007779056.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007781106.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007786081.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007786352.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007787643.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007787653.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007800564.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007801584.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007802378.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007802531.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNP39499.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK30423.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL04679.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMT65821.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY85491.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM05446.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM26978.1	SESB-LIKE	SESB-LIKE
XP_011392840	EYB31278.1	SESB-LIKE	SESB-LIKE
XP_011392840	KEY69383.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFA45610.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFA81126.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY93389.1	SESB-LIKE	SESB-LIKE
XP_011392840	KGO68203.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLU90348.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBS23455.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT68035.1	SESB-LIKE	SESB-LIKE
XP_011392840	OQE43655.1	SESB-LIKE	SESB-LIKE
XP_011392840	OQE92993.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD25763.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD29344.1	SESB-LIKE	SESB-LIKE
XP_011392840	PKK48530.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA20242.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR18222.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO89780.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003003133.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003052741.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009258938.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018757312.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024758279.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024774061.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025584229.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007803096.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007819534.2	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007822350.2	SESB-LIKE	SESB-LIKE
XP_011392840	EXU97830.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007824279.2	SESB-LIKE	SESB-LIKE
XP_011392840	EXU95839.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007825464.2	SESB-LIKE	SESB-LIKE
XP_011392840	EXU94511.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007826499.2	SESB-LIKE	SESB-LIKE
XP_011392840	EXU97180.1	SESB-LIKE	SESB-LIKE
XP_011392840	KJK75176.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007827226.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007829091.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007830139.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007831073.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007831593.1	SESB-LIKE	SESB-LIKE
XP_011392840	PKS10409.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007832238.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007833421.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007834731.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007835629.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007836893.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007838084.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007838885.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007839067.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007839936.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007840346.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007842087.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007921980.1	SESB-LIKE	SESB-LIKE
XP_011392840	PPJ56778.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_008076205.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR45737.1	SESB-LIKE	SESB-LIKE
XP_011392840	OCL15206.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_008078132.1	SESB-LIKE	SESB-LIKE
XP_011392840	KEY74893.1	SESB-LIKE	SESB-LIKE SESB-LIKE
