Cluster no	Representative no	Nterm	Nterm_GDT
RFN52462	KKO99920.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KLO89182.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KLP02536.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KLP05343.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KZL68857.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OBS23261.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OPB45883.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OTA00214.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PCD34768.1	PUP GOODBYE-LIKE	unk
RFN52462	PNP46550.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PNP56855.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PNP80381.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PTB72172.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RBA21213.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RBQ76444.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RBR05593.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RBR06164.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RBR20123.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RFN53953.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	RFU74716.1	PUP GOODBYE-LIKE	unk
RFN52462	SCN87235.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	SCO31163.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	SCO46628.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	SCO78259.1	PUP GOODBYE-LIKE	unk
RFN52462	SCV28617.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	SCV41996.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_003043679.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_003047067.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_006969623.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_013949014.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_013950494.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_018239687.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_018657288.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_018747334.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_023430185.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_024746938.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_024759970.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_024768665.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_025583987.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	EXF81817.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KXH32020.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KXH33651.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KPM34453.1	PUP GOODBYE-LIKE	unk
RFN52462	KFX45409.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_002149463.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_002342049.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_002486795.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_002486804.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_020055343.1	PUP GOODBYE-LIKE	unk
RFN52462	KFX48297.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_002487742.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OQE31901.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFX51227.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_002145063.1	PUP GOODBYE-LIKE	PNP_UDP GOODBYE-LIKE
RFN52462	KFX53247.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_002144738.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KUL90919.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	GAM34260.1	PUP GOODBYE-LIKE	FRINGE GOODBYE-LIKE
RFN52462	PCH06184.1	PUP GOODBYE-LIKE	FRINGE GOODBYE-LIKE
RFN52462	RAO72009.1	PUP GOODBYE-LIKE	FRINGE GOODBYE-LIKE
RFN52462	KFX94529.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY04974.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY11215.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY17886.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY29750.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY41877.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY57531.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY77233.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY95341.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ13947.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ17293.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ23699.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT41681.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT47113.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT58034.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT60884.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT92425.2	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PQE09205.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	RDW77988.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	RDW85168.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	RFU31833.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_018067531.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_018126158.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_024324274.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX95474.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFX88244.1	PUP GOODBYE-LIKE	SDH5 GOODBYE-LIKE
RFN52462	KFY05234.1	PUP GOODBYE-LIKE	unk
RFN52462	KFY10697.1	PUP GOODBYE-LIKE	unk
RFN52462	KFY21121.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY22155.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY26478.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY32168.1	PUP GOODBYE-LIKE	HELO
RFN52462	KFY96076.1	PUP GOODBYE-LIKE	HELO
RFN52462	KFY34436.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY37882.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX99937.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY02415.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY14389.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ13452.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY38786.1	PUP GOODBYE-LIKE	unk
RFN52462	KFY40622.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY70327.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_018126309.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY79384.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY83656.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY84993.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX94071.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX99832.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY15118.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY41936.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY45951.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY68452.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY91951.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ17768.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT73030.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PIG88751.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PMD15071.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY91248.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY91698.1	PUP GOODBYE-LIKE	unk
RFN52462	KFY95355.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY47728.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY95418.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY68912.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY96114.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY47777.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY96171.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX96636.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFX97254.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY08787.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY17788.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY28261.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY30105.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY30332.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY31446.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY32072.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY39666.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY41758.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY65629.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY68917.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY74396.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY97465.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ04599.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ08626.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ13392.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ16979.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ19348.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ25020.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT38813.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT39768.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT39799.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT40117.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT50512.1	PUP GOODBYE-LIKE	unk
RFN52462	OBT62890.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT79022.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT85043.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	RDL36103.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_018131810.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY96760.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY18112.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT38470.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT86395.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ03312.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY82137.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OBT63596.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_025510744.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	GAA85353.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	GAQ39157.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	GAT19998.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OJI82141.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	OJZ90715.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_025484036.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_025543233.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_025563568.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFZ04968.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY79809.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY84529.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ08715.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT41932.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCK95184.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_018131280.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_024737750.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ08805.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY97331.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ09338.1	PUP GOODBYE-LIKE	unk
RFN52462	KFZ11737.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFY87009.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFZ15388.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	CZR53945.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	ELR05747.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	ELR05748.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	ELR10083.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY03640.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY17204.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY18095.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY25568.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY28116.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY31382.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY31441.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY31801.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY32241.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY62150.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY74035.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY79145.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY91992.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY94925.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY95523.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFY98731.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ01827.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ04332.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ13860.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ18548.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ24288.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT38491.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT38761.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT41001.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT42597.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT50693.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT58918.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT61015.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT76750.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT82122.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT82577.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT84786.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OBT90031.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCK72835.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCK73508.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCK92428.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCK98763.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OCL02771.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PMD31110.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PVH90556.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PVH91226.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PVH99304.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_018133570.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_024320929.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_024321221.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KFZ25413.1	PUP GOODBYE-LIKE	unk
RFN52462	KGO36197.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGO44413.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_016602708.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGO38410.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	ODM24558.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OJJ53652.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KGO40643.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	CRL26800.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	CDM31599.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KZN89861.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OQD68004.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OQD93576.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OQE20243.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	OQE76355.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_002569319.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	GAP86698.2	PUP GOODBYE-LIKE	unk
RFN52462	KGO45194.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGO48488.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_016597669.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGO46710.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	XP_016596041.1	PUP GOODBYE-LIKE	unk
RFN52462	KUM60362.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	KGO68018.1	PUP GOODBYE-LIKE	unk
RFN52462	KGO72684.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KGO75648.1	PUP GOODBYE-LIKE	unk
RFN52462	CEJ62554.1	PUP GOODBYE-LIKE	unk
RFN52462	EHA19835.1	PUP GOODBYE-LIKE	unk
RFN52462	OKO97819.1	PUP GOODBYE-LIKE	unk
RFN52462	OOQ86570.1	PUP GOODBYE-LIKE	unk
RFN52462	KGO78286.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGO43037.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGQ02961.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_008600795.1	PUP GOODBYE-LIKE	unk
RFN52462	KGQ06558.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PQK15624.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_008602097.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGQ08421.1	PUP GOODBYE-LIKE	unk
RFN52462	OAA35246.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PMB65245.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PQK16345.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_008602167.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_018701182.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KGY15694.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	ODH33978.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	ODH50936.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	XP_010759926.1	PUP GOODBYE-LIKE	unk
RFN52462	XP_015700914.1	PUP GOODBYE-LIKE	unk
RFN52462	KHN98444.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIA75560.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID60020.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	EXU96522.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFG78228.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID82181.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KJK74991.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_007815743.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_011410805.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_014544007.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID64389.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFG78714.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KJK82908.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KJK95156.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID65972.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID81089.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	EXU97098.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID85162.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID93812.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_007825988.2	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_014542919.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_018144511.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID82919.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KFG79444.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_007826000.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	XP_014544162.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KID93751.1	PUP GOODBYE-LIKE	unk
RFN52462	KID94699.1	PUP GOODBYE-LIKE	unk
RFN52462	KID94957.1	PUP GOODBYE-LIKE	unk
RFN52462	KID94991.1	PUP GOODBYE-LIKE	unk
RFN52462	KIJ28059.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	PMD33851.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ38233.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ33792.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ39782.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ45390.1	PUP GOODBYE-LIKE	unk
RFN52462	KIJ46720.1	PUP GOODBYE-LIKE	unk
RFN52462	KIJ24000.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIJ46871.1	PUP GOODBYE-LIKE	unk
RFN52462	KIJ54825.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ55911.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ50943.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIJ55984.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ22455.1	PUP GOODBYE-LIKE	unk
RFN52462	KIJ42482.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ43609.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ43618.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIJ62331.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIJ69635.1	PUP GOODBYE-LIKE	unk
RFN52462	KIK37029.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL83578.1	PUP GOODBYE-LIKE	unk
RFN52462	KIL83583.1	PUP GOODBYE-LIKE	PNP_UDP
RFN52462	KIL83643.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL83903.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL84644.1	PUP GOODBYE-LIKE	GOODBYE-LIKE GOODBYE-LIKE
RFN52462	KIL85069.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL85368.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL85848.1	PUP GOODBYE-LIKE	HELO
RFN52462	KIL86170.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PNP76753.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL92207.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIL93374.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM27804.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIM30727.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIM73983.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	KIM74471.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIM72175.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	XP_007743780.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIM74897.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM73866.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM88392.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM89489.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM74988.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM86390.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM77624.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM87085.1	PUP GOODBYE-LIKE	unk
RFN52462	KIM94265.1	PUP GOODBYE-LIKE	HELO-LIKE
RFN52462	KIM94623.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
RFN52462	PMD42872.1	PUP GOODBYE-LIKE	GOODBYE-LIKE
