Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
PYI26437	10	PF13401.6 ; AAA_22 ; AAA domai	93.8	0.0007700000000000001	1.8e-07	41.3	0.0	18	166-183	5-22  (131)
KIM76096	1	PF17111.5 ; Helo_like_N ; Fung	82.1	0.05	1e-05	41.8	0.0	112	190-301	17-135 (209)
OTB01310	1	PF08357.11 ; SEFIR ; SEFIR dom	84.1	0.032	7.499999999999999e-06	43.2	0.0	39	119-162	1-40  (160)
PTB75150	1	PF17100.5 ; NACHT_N ; N-termin	98.9	4.8e-14	9.9e-18	127.1	0.0	133	245-377	84-227 (229)
PTB75150	2	PF17109.5 ; Goodbye ; fungal S	98.3	9.299999999999999e-11	1.9e-14	94.6	0.0	118	190-310	1-123 (123)
PTB75150	3	PF05729.12 ; NACHT ; NACHT dom	94.6	0.00033	7e-08	53.9	0.0	23	452-474	2-24  (170)
PTB75150	4	PF05621.11 ; TniB ; Bacterial	94.3	0.00045	9.5e-08	54.6	0.0	25	450-474	35-59  (191)
PTB75150	5	PF13191.6 ; AAA_16 ; AAA ATPas	94.0	0.00067	1.4e-07	53.2	0.0	24	451-474	25-48  (189)
PTB75150	6	PF01637.18 ; ATPase_2 ; ATPase	93.9	0.00073	1.6e-07	53.8	0.0	25	450-474	20-44  (209)
PTB75150	7	PF18751.1 ; Ploopntkinase3 ; P	93.9	0.0007599999999999999	1.6e-07	53.7	0.0	25	450-474	3-27  (187)
PTB75150	8	PF13671.6 ; AAA_33 ; AAA domai	93.9	0.0007700000000000001	1.6e-07	50.8	0.0	23	452-474	1-23  (142)
PTB75150	9	PF13238.6 ; AAA_18 ; AAA domai	93.9	0.00078	1.6e-07	48.7	0.0	22	453-474	1-22  (108)
PTB75150	10	PF07931.12 ; CPT ; Chloramphen	93.8	0.0008300000000000001	1.7e-07	52.0	0.0	24	451-474	2-25  (163)
KKO96662	1	PF17100.5 ; NACHT_N ; N-termin	99.9	1.4e-29	2.7e-33	232.1	0.0	225	141-371	1-228 (229)
KKO96662	2	PF17109.5 ; Goodbye ; fungal S	96.0	2e-05	3.9e-09	60.5	0.0	68	223-291	54-122 (123)
KKO96662	3	PF02223.17 ; Thymidylate_kin ;	89.4	0.01	2e-06	45.5	0.0	24	455-478	2-25  (181)
KKO96662	4	PF13238.6 ; AAA_18 ; AAA domai	87.2	0.019	3.9e-06	40.0	0.0	20	455-474	4-23  (108)
KKO96662	5	PF13671.6 ; AAA_33 ; AAA domai	86.0	0.026000000000000002	5.0999999999999995e-06	41.0	0.0	20	455-474	5-24  (142)
KKO96662	6	PF13207.6 ; AAA_17 ; AAA domai	85.6	0.027999999999999997	5.6e-06	39.9	0.0	19	456-474	2-20  (133)
KKO96662	7	PF18751.1 ; Ploopntkinase3 ; P	85.2	0.03	6e-06	43.0	0.0	22	454-475	8-29  (187)
KKO96662	8	PF13521.6 ; AAA_28 ; AAA domai	85.1	0.031	6.2e-06	42.1	0.0	18	455-472	5-22  (159)
KKO96662	9	PF10649.9 ; DUF2478 ; Protein	85.1	0.032	6.2e-06	42.4	0.0	22	455-476	4-25  (157)
KKO96662	10	PF06414.12 ; Zeta_toxin ; Zeta	84.5	0.035	6.900000000000001e-06	43.2	0.0	23	452-474	17-39  (196)
EMT62740	1	PF00082.22 ; Peptidase_S8 ; Su	99.8	4.4e-26	8.7e-30	208.7	0.0	213	68-293	1-247 (286)
SCN82178	1	PF17046.5 ; Ses_B ; SesB domai	95.9	2.9999999999999997e-05	5.8e-09	32.8	0.0	23	15-37	5-27  (28)
PVH78576	1	PF17111.5 ; Helo_like_N ; Fung	99.4	2.6e-17	4.6e-21	105.3	0.0	136	8-159	1-136 (209)
PVH78576	2	PF17107.5 ; SesA ; N-terminal	98.3	7.7e-11	1.3999999999999999e-14	69.3	0.0	121	14-151	1-132 (133)
PVH78576	3	PF00599.17 ; Flu_M2 ; Influenz	86.9	0.023	4.1e-06	28.5	0.0	24	7-30	22-45  (97)
PVH78576	4	PF14479.6 ; HeLo ; Prion-inhib	85.2	0.034	6.1e-06	32.4	0.0	45	17-65	9-53  (199)
PPJ51655	1	PF06985.11 ; HET ; Heterokaryo	99.7	1.1e-21	2.3e-25	163.4	0.0	116	174-292	1-127 (127)
