Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
KZV77396	3	PF17111.5 ; Helo_like_N ; Fung	88.4	0.013999999999999999	2.8e-06	45.4	0.0	29	281-309	106-134 (209)
KZV77396	4	PF15967.5 ; Nucleoporin_FG2 ;	16.7	8.1	0.0015	33.9	0.0	15	246-260	387-401 (605)
KZV77396	5	PF07875.12 ; Coat_F ; Coat F d	8.0	22.0	0.0043	19.0	0.0	31	242-272	28-58  (63)
KZV77396	6	PF17107.5 ; SesA ; N-terminal	5.4	36.0	0.0071	21.4	0.0	14	286-299	115-128 (133)
KZV77396	7	PF09712.10 ; PHA_synth_III_E ;	3.7	61.0	0.012	24.4	0.0	15	312-326	282-296 (304)
KZV77396	8	PF09548.10 ; Spore_III_AB ; St	3.6	62.0	0.012	21.4	0.0	19	96-114	75-93  (164)
KZV77396	9	PF00846.18 ; Hanta_nucleocap ;	3.5	69.0	0.012	25.5	0.0	45	7-53	177-221 (429)
KZV77396	10	PF13805.6 ; Pil1 ; Eisosome co	3.3	70.0	0.013000000000000001	23.6	0.0	133	201-342	59-201 (265)
OCK94306	1	PF09235.10 ; SAM_Ste50p ; Ste5	95.9	2.6000000000000002e-05	5.6000000000000005e-09	48.7	0.0	70	24-96	2-73  (75)
OCK94306	2	PF18017.1 ; SAM_4 ; SAM domain	89.1	0.011000000000000001	2.3e-06	37.2	0.0	67	27-96	5-74  (84)
OCK94306	3	PF07647.17 ; SAM_2 ; SAM domai	68.8	0.19	4.5e-05	25.8	0.0	61	25-91	1-63  (66)
OCK94306	4	PF00536.30 ; SAM_1 ; SAM domai	22.7	4.0	0.0009199999999999999	19.8	0.0	59	27-91	2-64  (67)
OCK94306	5	PF08806.11 ; Sep15_SelM ; Sep1	17.6	6.8	0.0014	22.4	0.0	16	24-39	58-73  (76)
OCK94306	6	PF11372.8 ; DUF3173 ; Domain o	17.2	7.5	0.0014	21.8	0.0	26	69-94	3-28  (58)
OCK94306	7	PF08970.10 ; Sda ; Sporulation	15.8	8.4	0.0016	20.3	0.0	27	29-55	5-31  (45)
OCK94306	8	PF10768.9 ; FliX ; Class II fl	10.7	14.0	0.0029	23.7	0.0	16	121-136	111-126 (135)
OCK94306	9	PF15473.6 ; PCNP ; PEST, prote	6.2	32.0	0.006	23.0	0.0	23	120-142	112-134 (168)
OCK94306	10	PF13220.6 ; DUF4028 ; Protein	4.5	51.0	0.0091	18.0	0.0	25	202-226	38-62  (65)
CDM37572	1	PF17100.5 ; NACHT_N ; N-termin	99.4	2.3e-17	4.6999999999999995e-21	137.2	0.0	136	122-267	79-228 (229)
CDM37572	2	PF17109.5 ; Goodbye ; fungal S	99.2	1.7e-15	3.3999999999999997e-19	113.9	0.0	117	76-192	1-123 (123)
CDM37572	3	PF15967.5 ; Nucleoporin_FG2 ;	56.6	0.57	0.00011	40.2	0.0	64	158-224	345-408 (605)
CDM37572	4	PF08121.11 ; Toxin_33 ; Wagler	43.5	1.4	0.00023999999999999998	19.1	0.0	13	291-303	10-22  (22)
CDM37572	5	PF04356.12 ; DUF489 ; Protein	20.8	5.6	0.0011	28.0	0.0	45	174-218	96-140 (194)
CDM37572	6	PF07875.12 ; Coat_F ; Coat F d	20.2	5.6	0.0011	21.0	0.0	33	198-230	27-59  (63)
CDM37572	7	PF15469.6 ; Sec5 ; Exocyst com	13.0	11.0	0.0022	25.2	0.0	38	190-228	79-117 (194)
CDM37572	8	PF17363.2 ; DUF5388 ; Family o	8.1	22.0	0.0042	19.7	0.0	26	70-95	32-57  (70)
CDM37572	9	PF17111.5 ; Helo_like_N ; Fung	7.4	23.0	0.0048	22.7	0.0	20	248-267	112-131 (209)
CDM37572	10	PF06511.11 ; T3SS_TC ; Type II	7.2	26.0	0.005	26.3	0.0	22	206-227	155-176 (337)
CEF74370	1	PF17111.5 ; Helo_like_N ; Fung	99.3	3.8e-17	6.5000000000000006e-21	113.7	0.0	171	2-192	1-177 (209)
CEF74370	2	PF17107.5 ; SesA ; N-terminal	98.2	1.8000000000000002e-10	3.1e-14	73.0	0.0	118	8-130	1-132 (133)
CEF74370	3	PF14479.6 ; HeLo ; Prion-inhib	95.4	0.0001	1.8e-08	48.3	0.0	51	5-56	4-54  (199)
CEF74370	4	PF05659.11 ; RPW8 ; Arabidopsi	75.2	0.14	2.5e-05	30.1	0.0	13	115-127	99-111 (140)
CEF74370	5	PF00599.17 ; Flu_M2 ; Influenz	74.3	0.16	2.7000000000000002e-05	26.7	0.0	19	2-20	23-41  (97)
CEF74370	6	PF15967.5 ; Nucleoporin_FG2 ;	71.1	0.21	3.7e-05	37.1	0.0	18	115-132	350-367 (605)
CEF74370	7	PF06120.11 ; Phage_HK97_TLTM ;	42.2	1.5	0.00026000000000000003	28.9	0.0	47	5-51	19-66  (295)
CEF74370	8	PF05508.11 ; Ran-binding ; Ran	39.1	1.8	0.00031	29.2	0.0	28	114-141	131-158 (344)
CEF74370	9	PF16496.5 ; SWIRM-assoc_2 ; SW	27.4	3.7	0.00066	28.2	0.0	44	181-224	190-245 (405)
CEF74370	10	PF15967.5 ; Nucleoporin_FG2 ;	25.2	4.4	0.0007700000000000001	29.5	0.0	23	72-94	353-375 (605)
XP_008029344	1	PF17111.5 ; Helo_like_N ; Fung	98.3	9.199999999999999e-11	1.9e-14	95.3	0.0	128	98-235	6-142 (209)
XP_008029344	2	PF17107.5 ; SesA ; N-terminal	97.8	5.6000000000000005e-09	1.1e-12	78.7	0.0	114	99-221	1-132 (133)
XP_008029344	3	PF14479.6 ; HeLo ; Prion-inhib	92.4	0.0025	5e-07	48.9	0.0	128	99-227	6-170 (199)
XP_008029344	4	PF17109.5 ; Goodbye ; fungal S	48.7	0.91	0.00018	30.2	0.0	14	55-68	52-65  (123)
XP_008029344	5	PF15967.5 ; Nucleoporin_FG2 ;	44.7	1.2	0.00022999999999999998	38.7	0.0	18	206-223	350-367 (605)
XP_008029344	6	PF13033.6 ; DUF3894 ; Protein	17.7	7.7	0.0014	21.2	0.0	23	81-103	30-52  (54)
XP_008029344	7	PF01175.18 ; Urocanase ; Uroca	16.7	8.2	0.0015	27.9	0.0	34	6-39	127-163 (210)
XP_008029344	8	PF05508.11 ; Ran-binding ; Ran	14.4	10.0	0.0019	29.7	0.0	28	205-232	131-158 (344)
XP_008029344	9	PF07128.12 ; DUF1380 ; Protein	13.5	11.0	0.0021	25.1	0.0	41	18-58	26-70  (137)
XP_008029344	10	PF14304.6 ; CSTF_C ; Transcrip	12.2	13.0	0.0024	18.7	0.0	21	25-45	13-33  (41)
XP_018069258	1	PF08043.12 ; Xin ; Xin repeat	29.4	3.1	0.00057	16.7	0.0	10	115-124	4-13  (16)
XP_018069258	2	PF18532.1 ; DUF5621 ; Domain o	22.1	5.0	0.0009599999999999999	25.0	0.0	18	108-125	64-81  (140)
XP_018069258	3	PF17671.1 ; DUF5531 ; Family o	5.4	40.0	0.0072	20.5	0.0	18	88-105	85-102 (152)
XP_018069258	4	PF16130.5 ; DUF4842 ; Domain o	3.8	53.0	0.011000000000000001	19.6	0.0	15	131-145	174-188 (195)
XP_018069258	5	PF12163.8 ; HobA ; DNA replica	3.7	59.0	0.011000000000000001	20.1	0.0	23	103-125	120-142 (180)
XP_018069258	6	PF18596.1 ; Sld7_C ; Sld7 C-te	2.8	81.0	0.016	15.6	0.0	34	87-124	6-39  (71)
XP_018069258	7	PF04004.13 ; Leo1 ; Leo1-like	2.6	88.0	0.018000000000000002	18.2	0.0	33	108-140	40-72  (168)
XP_018069258	8	PF15821.5 ; DUF4709 ; Domain o	2.5	98.0	0.019	17.3	0.0	19	98-116	71-89  (109)
XP_018069258	9	PF11995.8 ; DUF3490 ; Domain o	2.4	100.0	0.02	18.3	0.0	37	46-82	109-145 (160)
XP_018069258	10	PF18196.1 ; Cdh1_DBD_1 ; Chrom	2.1	110.0	0.023	16.8	0.0	17	95-111	12-28  (122)
EJD47499	1	PF05659.11 ; RPW8 ; Arabidopsi	92.0	0.0036	6.7e-07	42.0	0.0	104	82-187	9-113 (140)
EJD47499	2	PF17111.5 ; Helo_like_N ; Fung	87.5	0.018000000000000002	3.6000000000000003e-06	39.5	0.0	110	85-197	17-137 (209)
EJD47499	3	PF17107.5 ; SesA ; N-terminal	66.9	0.27	5.3e-05	30.6	0.0	36	88-123	10-45  (133)
EJD47499	4	PF17109.5 ; Goodbye ; fungal S	63.0	0.37	7e-05	29.9	0.0	42	79-120	79-120 (123)
EJD47499	5	PF15967.5 ; Nucleoporin_FG2 ;	60.2	0.46	8.6e-05	38.4	0.0	19	136-154	356-374 (605)
EJD47499	6	PF04136.15 ; Sec34 ; Sec34-lik	48.4	0.96	0.00018	29.2	0.0	27	98-124	4-30  (150)
EJD47499	7	PF18709.1 ; DLP_helical ; Dyna	40.1	1.5	0.0003	31.4	0.0	75	79-155	249-326 (333)
EJD47499	8	PF10805.8 ; DUF2730 ; Protein	40.0	1.6	0.0003	25.4	0.0	55	97-154	26-80  (95)
EJD47499	9	PF15967.5 ; Nucleoporin_FG2 ;	34.9	2.2	0.0004	34.0	0.0	21	170-190	354-374 (605)
EJD47499	10	PF18456.1 ; CmlA_N ; Diiron no	25.3	4.1	0.0007599999999999999	27.9	0.0	89	77-170	59-148 (232)
KIM79211	1	PF01057.17 ; Parvo_NS1 ; Parvo	63.6	0.32	6.7e-05	39.2	0.0	34	379-413	107-140 (284)
KIM79211	2	PF14516.6 ; AAA_35 ; AAA-like	60.2	0.4	8.499999999999999e-05	38.5	0.0	21	392-413	32-52  (330)
KIM79211	3	PF00931.22 ; NB-ARC ; NB-ARC d	58.5	0.44	9.6e-05	35.3	0.0	39	340-380	2-40  (240)
KIM79211	4	PF14532.6 ; Sigma54_activ_2 ;	56.0	0.53	0.00011	32.5	0.0	35	340-376	5-39  (135)
KIM79211	5	PF07931.12 ; CPT ; Chloramphen	48.6	0.83	0.00018	32.0	0.0	19	392-411	3-21  (163)
KIM79211	6	PF10236.9 ; DAP3 ; Mitochondri	39.4	1.5	0.00031	36.0	0.0	24	391-415	25-48  (322)
KIM79211	7	PF13173.6 ; AAA_14 ; AAA domai	39.2	1.5	0.00031	29.1	0.0	22	391-413	3-24  (131)
KIM79211	8	PF01591.18 ; 6PF2K ; 6-phospho	37.5	1.6	0.00035	32.1	0.0	21	392-413	11-31  (217)
KIM79211	9	PF08303.11 ; tRNA_lig_kinase ;	37.0	1.7	0.00036	31.4	0.0	19	393-412	2-20  (168)
KIM79211	10	PF06309.11 ; Torsin ; Torsin	36.6	1.7	0.00037	28.7	0.0	15	362-376	56-70  (126)
KKY39465	1	PF08043.12 ; Xin ; Xin repeat	28.4	3.2	0.00061	16.9	0.0	10	99-108	4-13  (16)
KKY39465	2	PF18532.1 ; DUF5621 ; Domain o	16.0	8.2	0.0016	24.0	0.0	18	92-109	64-81  (140)
KKY39465	3	PF02961.14 ; BAF ; Barrier to	7.4	23.0	0.0048	19.5	0.0	13	120-132	57-69  (88)
KKY39465	4	PF17671.1 ; DUF5531 ; Family o	6.2	33.0	0.006	21.2	0.0	18	72-89	85-102 (152)
KKY39465	5	PF12163.8 ; HobA ; DNA replica	3.1	72.0	0.013999999999999999	19.7	0.0	23	87-109	120-142 (180)
KKY39465	6	PF16514.5 ; NADH-UOR_E ; putat	2.7	89.0	0.017	16.7	0.0	17	71-87	51-67  (74)
KKY39465	7	PF15821.5 ; DUF4709 ; Domain o	2.7	85.0	0.017	17.7	0.0	19	82-100	71-89  (109)
KKY39465	8	PF18196.1 ; Cdh1_DBD_1 ; Chrom	2.2	100.0	0.022000000000000002	17.0	0.0	17	79-95	12-28  (122)
KKY39465	9	PF02843.16 ; GARS_C ; Phosphor	2.2	99.0	0.022000000000000002	15.2	0.0	18	74-91	71-88  (92)
KKY39465	10	PF13037.6 ; DUF3898 ; Domain o	2.1	120.0	0.023	16.5	0.0	35	73-107	38-72  (89)
RFN52462	1	PF06516.11 ; NUP ; Purine nucl	98.4	3.4e-11	7.1e-15	119.9	0.0	105	206-322	2-118 (329)
RFN52462	2	PF01048.20 ; PNP_UDP_1 ; Phosp	97.4	4.3e-08	9.300000000000001e-12	88.7	0.0	95	207-317	1-96  (215)
RFN52462	3	PF17100.5 ; NACHT_N ; N-termin	86.7	0.021	4.4e-06	49.4	0.0	48	426-473	132-196 (229)
RFN52462	4	PF16496.5 ; SWIRM-assoc_2 ; SW	3.8	58.0	0.011000000000000001	28.3	0.0	23	529-551	228-250 (405)
RFN52462	5	PF13500.6 ; AAA_26 ; AAA domai	1.7	130.0	0.03	19.8	0.0	20	253-272	2-21  (191)
RFN52462	6	PF12812.7 ; PDZ_1 ; PDZ-like d	1.1	230.0	0.049	15.6	0.0	12	298-309	46-57  (78)
RFN52462	7	PF10609.9 ; ParA ; NUBPL iron-	1.1	230.0	0.05	19.6	0.0	23	251-273	3-25  (244)
RFN52462	8	PF02374.15 ; ArsA_ATPase ; Ani	1.0	240.0	0.051	20.6	0.0	18	256-273	5-22  (283)
RFN52462	9	PF07755.11 ; DUF1611 ; Domain	1.0	270.0	0.057	18.8	0.0	24	251-274	10-33  (199)
RFN52462	10	PF18701.1 ; DUF5641 ; Family o	0.9	290.0	0.061	16.0	0.0	12	298-309	36-47  (95)
XP_001875763	1	PF17111.5 ; Helo_like_N ; Fung	91.2	0.005	1e-06	46.8	0.0	118	123-246	7-135 (209)
XP_001875763	2	PF17100.5 ; NACHT_N ; N-termin	90.1	0.0079	1.6e-06	47.0	0.0	131	107-237	85-225 (229)
XP_001875763	3	PF17109.5 ; Goodbye ; fungal S	81.3	0.06	1.2e-05	37.3	0.0	62	105-170	56-118 (123)
XP_001875763	4	PF17107.5 ; SesA ; N-terminal	61.9	0.38	7.6e-05	32.6	0.0	19	218-236	113-131 (133)
XP_001875763	5	PF10805.8 ; DUF2730 ; Protein	46.6	1.0	0.0002	28.7	0.0	56	143-202	24-79  (95)
XP_001875763	6	PF05659.11 ; RPW8 ; Arabidopsi	43.5	1.3	0.00023999999999999998	30.7	0.0	75	161-236	37-113 (140)
XP_001875763	7	PF18456.1 ; CmlA_N ; Diiron no	15.1	9.5	0.0018	28.2	0.0	83	128-215	62-144 (232)
XP_001875763	8	PF15967.5 ; Nucleoporin_FG2 ;	13.5	11.0	0.0021	32.1	0.0	20	184-203	355-374 (605)
XP_001875763	9	PF11262.8 ; Tho2 ; Transcripti	13.5	11.0	0.0021	28.7	0.0	48	110-157	243-290 (298)
XP_001875763	10	PF16560.5 ; SAPI ; Putative mo	12.8	12.0	0.0022	26.3	0.0	41	125-169	165-205 (213)
XP_007834224	1	PF16496.5 ; SWIRM-assoc_2 ; SW	36.2	1.8	0.00037	30.2	0.0	19	76-94	228-246 (405)
XP_007834224	2	PF05003.12 ; DUF668 ; Protein	29.8	2.8	0.00056	23.3	0.0	19	41-59	70-88  (92)
XP_007834224	3	PF11630.8 ; DUF3254 ; Protein	28.2	3.2	0.00062	23.6	0.0	22	83-104	37-58  (100)
XP_007834224	4	PF08043.12 ; Xin ; Xin repeat	13.9	11.0	0.002	14.4	0.0	9	77-85	5-13  (16)
XP_007834224	5	PF12785.7 ; VESA1_N ; Variant	6.5	28.0	0.0056	23.9	0.0	26	44-69	440-465 (470)
XP_007834224	6	PF15098.6 ; TMEM89 ; TMEM89 pr	5.8	36.0	0.0065	19.5	0.0	14	1-14	47-60  (131)
XP_007834224	7	PF04808.12 ; CTV_P23 ; Citrus	5.5	38.0	0.006999999999999999	20.9	0.0	40	17-56	2-43  (209)
XP_007834224	8	PF09572.10 ; RE_XamI ; XamI re	4.7	43.0	0.0085	21.0	0.0	45	43-87	122-166 (256)
XP_007834224	9	PF16195.5 ; UBA2_C ; SUMO-acti	4.1	55.0	0.01	17.5	0.0	20	17-36	32-51  (90)
XP_007834224	10	PF02177.16 ; APP_N ; Amyloid A	2.7	83.0	0.017	16.7	0.0	12	75-86	28-39  (111)
PVH69802	1	PF13924.6 ; Lipocalin_5 ; Lipo	99.7	9.599999999999999e-23	1.8999999999999998e-26	175.1	0.0	114	41-177	1-117 (138)
PVH69802	2	PF14869.6 ; DUF4488 ; Domain o	99.1	8.7e-15	1.7000000000000002e-18	121.4	0.0	87	39-167	1-91  (124)
PVH69802	3	PF17111.5 ; Helo_like_N ; Fung	98.3	9.199999999999999e-11	1.9e-14	103.5	0.0	138	233-379	1-138 (209)
PVH69802	4	PF17107.5 ; SesA ; N-terminal	97.3	8.3e-08	1.7e-11	77.8	0.0	121	242-369	1-132 (133)
PVH69802	5	PF15967.5 ; Nucleoporin_FG2 ;	38.0	1.8	0.00033999999999999997	40.6	0.0	20	353-372	349-368 (605)
PVH69802	6	PF14479.6 ; HeLo ; Prion-inhib	33.0	2.3	0.00045999999999999996	32.9	0.0	33	343-375	137-170 (199)
PVH69802	7	PF13191.6 ; AAA_16 ; AAA ATPas	23.0	4.3	0.0009	29.0	0.0	30	492-521	8-41  (189)
PVH69802	8	PF04772.12 ; Flu_B_M2 ; Influe	17.2	8.0	0.0014	25.9	0.0	34	232-265	1-34  (109)
PVH69802	9	PF04508.12 ; Pox_A_type_inc ;	12.6	13.0	0.0023	17.9	0.0	12	355-366	8-19  (22)
PVH69802	10	PF14516.6 ; AAA_35 ; AAA-like	12.3	11.0	0.0024	29.6	0.0	28	494-521	20-47  (330)
XP_013330503	1	PF17100.5 ; NACHT_N ; N-termin	99.1	8.8e-15	1.7000000000000002e-18	131.2	0.0	136	165-304	79-228 (229)
XP_013330503	2	PF17109.5 ; Goodbye ; fungal S	98.4	3.4e-11	6.5e-15	95.6	0.0	118	112-234	2-123 (123)
XP_013330503	3	PF17111.5 ; Helo_like_N ; Fung	37.2	1.8	0.00035	32.4	0.0	18	286-303	113-130 (209)
XP_013330503	4	PF15967.5 ; Nucleoporin_FG2 ;	27.7	3.5	0.00064	37.4	0.0	20	210-229	246-265 (605)
XP_013330503	5	PF15967.5 ; Nucleoporin_FG2 ;	23.7	4.6	0.00085	36.4	0.0	12	141-152	282-293 (605)
XP_013330503	6	PF15967.5 ; Nucleoporin_FG2 ;	9.1	20.0	0.0036	31.7	0.0	12	142-153	251-262 (605)
XP_013330503	7	PF06708.11 ; DUF1195 ; Protein	8.6	22.0	0.0039	24.5	0.0	21	101-121	100-120 (147)
XP_013330503	8	PF08651.10 ; DASH_Duo1 ; DASH	8.2	22.0	0.0041	21.4	0.0	53	219-271	14-66  (74)
XP_013330503	9	PF15967.5 ; Nucleoporin_FG2 ;	8.1	23.0	0.0042	31.2	0.0	19	250-268	248-266 (605)
XP_013330503	10	PF15232.6 ; DUF4585 ; Domain o	7.4	26.0	0.0048	21.1	0.0	14	58-71	31-44  (73)
CVK97834	1	PF17106.5 ; NACHT_sigma ; Sigm	97.3	1.3e-07	2.5e-11	52.9	0.0	40	51-90	2-42  (43)
CVK97834	2	PF17107.5 ; SesA ; N-terminal	22.9	4.1	0.0009	22.9	0.0	25	18-42	64-88  (133)
CVK97834	3	PF06457.11 ; Ectatomin ; Ectat	10.3	17.0	0.003	16.7	0.0	17	11-27	6-22  (34)
CVK97834	4	PF08846.10 ; DUF1816 ; Domain	9.2	18.0	0.0035	18.9	0.0	24	3-26	35-58  (64)
CVK97834	5	PF18215.1 ; Rtt106_N ; Histone	8.7	20.0	0.0038	17.4	0.0	30	7-36	6-35  (47)
CVK97834	6	PF10964.8 ; DUF2766 ; Protein	7.2	27.0	0.0049	18.9	0.0	27	9-35	47-74  (79)
CVK97834	7	PF11488.8 ; Lge1 ; Transcripti	6.4	29.0	0.0058	18.0	0.0	33	11-43	15-47  (75)
CVK97834	8	PF18308.1 ; GGA_N-GAT ; GGA N-	6.1	31.0	0.0061	15.9	0.0	18	26-43	4-21  (39)
CVK97834	9	PF10732.9 ; DUF2524 ; Protein	5.3	37.0	0.0073	18.4	0.0	28	14-41	3-30  (84)
CVK97834	10	PF00784.17 ; MyTH4 ; MyTH4 dom	4.0	49.0	0.01	17.3	0.0	25	18-42	4-28  (107)
XP_009224635	1	PF17100.5 ; NACHT_N ; N-termin	99.1	6.3e-15	1.2e-18	128.7	0.0	156	131-295	60-228 (229)
XP_009224635	2	PF17109.5 ; Goodbye ; fungal S	98.8	6.7e-13	1.2e-16	103.0	0.0	117	105-224	1-123 (123)
XP_009224635	3	PF01637.18 ; ATPase_2 ; ATPase	58.3	0.52	9.7e-05	34.5	0.0	26	440-465	10-35  (209)
XP_009224635	4	PF00931.22 ; NB-ARC ; NB-ARC d	48.0	0.97	0.00018	33.5	0.0	25	440-464	6-32  (240)
XP_009224635	5	PF13191.6 ; AAA_16 ; AAA ATPas	40.2	1.6	0.00029	30.8	0.0	15	451-465	25-39  (189)
XP_009224635	6	PF05621.11 ; TniB ; Bacterial	36.5	1.9	0.00037	30.3	0.0	18	448-465	33-50  (191)
XP_009224635	7	PF05729.12 ; NACHT ; NACHT dom	35.3	2.1	0.0004	29.2	0.0	14	452-465	2-15  (170)
XP_009224635	8	PF15967.5 ; Nucleoporin_FG2 ;	33.3	2.5	0.00045	37.5	0.0	24	195-218	350-373 (605)
XP_009224635	9	PF17111.5 ; Helo_like_N ; Fung	30.6	2.8	0.00053	30.4	0.0	23	278-300	114-136 (209)
XP_009224635	10	PF13671.6 ; AAA_33 ; AAA domai	28.6	3.2	0.0006	27.4	0.0	13	452-464	1-13  (142)
PPJ60852	1	PF17107.5 ; SesA ; N-terminal	98.0	1.5e-09	2.8e-13	82.4	0.0	117	125-241	4-132 (133)
PPJ60852	2	PF17111.5 ; Helo_like_N ; Fung	97.5	3.4e-08	6.4e-12	79.9	0.0	130	115-249	7-136 (209)
PPJ60852	3	PF17100.5 ; NACHT_N ; N-termin	50.9	0.82	0.00016	34.0	0.0	45	70-114	57-104 (229)
PPJ60852	4	PF14479.6 ; HeLo ; Prion-inhib	40.0	1.6	0.0003	31.5	0.0	45	119-164	4-48  (199)
PPJ60852	5	PF09065.10 ; Haemadin ; Haemad	20.2	6.3	0.0011	17.4	0.0	14	44-57	3-16  (27)
PPJ60852	6	PF05436.11 ; MF_alpha_N ; Mati	15.0	9.7	0.0018	23.0	0.0	19	1-19	1-20  (86)
PPJ60852	7	PF06411.11 ; HdeA ; HdeA/HdeB	13.7	11.0	0.002	22.4	0.0	18	4-21	3-20  (93)
PPJ60852	8	PF05659.11 ; RPW8 ; Arabidopsi	13.5	11.0	0.0021	24.9	0.0	19	222-240	95-113 (140)
PPJ60852	9	PF18532.1 ; DUF5621 ; Domain o	13.0	12.0	0.0022	24.9	0.0	23	353-375	61-83  (140)
PPJ60852	10	PF17109.5 ; Goodbye ; fungal S	11.7	13.0	0.0025	23.4	0.0	21	94-114	56-77  (123)
KID94387	1	PF17111.5 ; Helo_like_N ; Fung	98.7	1.6e-12	3.1e-16	105.2	0.0	139	56-198	1-139 (209)
KID94387	2	PF17107.5 ; SesA ; N-terminal	97.6	1.5e-08	2.7999999999999998e-12	75.2	0.0	119	65-187	1-132 (133)
KID94387	3	PF15967.5 ; Nucleoporin_FG2 ;	80.8	0.068	1.3000000000000001e-05	46.9	0.0	20	171-190	349-368 (605)
KID94387	4	PF15967.5 ; Nucleoporin_FG2 ;	33.2	2.4	0.00045	36.1	0.0	14	236-249	359-372 (605)
KID94387	5	PF14479.6 ; HeLo ; Prion-inhib	30.7	2.7	0.00053	29.4	0.0	30	163-192	139-169 (199)
KID94387	6	PF04772.12 ; Flu_B_M2 ; Influe	28.2	3.5	0.00062	25.4	0.0	33	55-87	1-33  (109)
KID94387	7	PF14932.6 ; HAUS-augmin3 ; HAU	14.2	10.0	0.0019	27.5	0.0	17	310-337	1-17  (248)
KID94387	8	PF06825.12 ; HSBP1 ; Heat shoc	10.9	15.0	0.0028	19.3	0.0	10	235-244	35-44  (51)
KID94387	9	PF05597.11 ; Phasin ; Poly(hyd	9.8	17.0	0.0033	22.7	0.0	19	170-188	103-121 (126)
KID94387	10	PF01442.18 ; Apolipoprotein ;	6.9	27.0	0.0052	22.4	0.0	16	173-188	75-90  (167)
XP_001834766	1	PF16496.5 ; SWIRM-assoc_2 ; SW	15.1	8.7	0.0018	28.8	0.0	18	153-170	228-245 (405)
XP_001834766	2	PF08043.12 ; Xin ; Xin repeat	10.3	16.0	0.003	14.9	0.0	9	154-162	5-13  (16)
XP_001834766	3	PF05003.12 ; DUF668 ; Protein	8.7	19.0	0.0038	21.0	0.0	13	123-135	73-85  (92)
XP_001834766	4	PF16220.5 ; DUF4880 ; Domain o	3.6	53.0	0.012	13.5	0.0	13	123-135	17-29  (43)
XP_001834766	5	PF12785.7 ; VESA1_N ; Variant	2.9	77.0	0.015	23.3	0.0	25	123-148	440-464 (470)
XP_001834766	6	PF15119.6 ; APOC4 ; Apolipopro	2.8	86.0	0.016	18.2	0.0	24	140-163	53-76  (94)
XP_001834766	7	PF10058.9 ; zinc_ribbon_10 ; P	1.6	150.0	0.031	13.9	0.0	30	128-158	4-33  (51)
XP_001834766	8	PF02177.16 ; APP_N ; Amyloid A	1.6	160.0	0.032	16.7	0.0	9	153-161	29-37  (111)
XP_001834766	9	PF04940.12 ; BLUF ; Sensors of	1.5	150.0	0.033	15.0	0.0	25	148-172	29-53  (91)
XP_001834766	10	PF12875.7 ; DUF3826 ; Protein	1.4	190.0	0.038	18.0	0.0	16	120-135	120-135 (184)
RBR06817	1	PF17100.5 ; NACHT_N ; N-termin	99.7	1.9e-22	4.3e-26	193.7	0.0	201	330-531	1-228 (229)
RBR06817	2	PF17109.5 ; Goodbye ; fungal S	98.1	4.8e-10	1e-13	95.5	0.0	117	333-458	1-123 (123)
RBR06817	3	PF17111.5 ; Helo_like_N ; Fung	16.5	6.7	0.0015	29.9	0.0	24	509-532	109-132 (209)
RBR06817	4	PF03157.13 ; Glutenin_hmw ; Hi	11.3	14.0	0.0027	34.8	0.0	12	1-12	1-12  (648)
RBR06817	5	PF13956.6 ; Ibs_toxin ; Toxin	10.5	16.0	0.003	18.2	0.0	10	1-10	1-10  (18)
RBR06817	6	PF12071.8 ; DUF3551 ; Protein	7.9	22.0	0.0043	24.0	0.0	55	1-58	1-57  (74)
RBR06817	7	PF14481.6 ; Fimbrial_PilY2 ; T	7.6	22.0	0.0046	24.9	0.0	18	1-18	1-18  (99)
RBR06817	8	PF17505.2 ; DUF5437 ; Family o	7.0	28.0	0.0051	22.8	0.0	18	2-19	1-18  (61)
RBR06817	9	PF15240.6 ; Pro-rich ; Proline	6.7	28.0	0.0054	29.6	0.0	36	1-36	1-36  (281)
RBR06817	10	PF05957.13 ; DUF883 ; Bacteria	5.9	30.0	0.0064	22.9	0.0	92	338-433	1-92  (94)
PCD20296	1	PF17108.5 ; HET-S ; N-terminal	13.1	12.0	0.0022	13.1	0.0	10	18-27	11-20  (23)
PCD20296	2	PF18537.1 ; CODH_A_N ; Carbon	12.0	12.0	0.0025	16.2	0.0	20	14-33	9-28  (90)
PCD20296	3	PF18649.1 ; EcpB_C ; EcpB C-te	11.8	12.0	0.0025	15.7	0.0	16	15-30	4-19  (72)
PCD20296	4	PF16211.5 ; Histone_H2A_C ; C-	9.2	16.0	0.0035	12.0	0.0	13	15-27	5-17  (35)
PCD20296	5	PF00132.24 ; Hexapep ; Bacteri	7.9	19.0	0.0044	10.9	0.0	8	17-24	5-12  (36)
PCD20296	6	PF06376.12 ; AGP ; Arabinogala	7.4	25.0	0.0048	13.0	0.0	10	17-26	8-17  (33)
PCD20296	7	PF12573.8 ; OxoDH_E1alpha_N ;	6.6	28.0	0.0056	12.8	0.0	10	29-38	5-14  (41)
PCD20296	8	PF10915.8 ; DUF2709 ; Protein	6.3	32.0	0.0058	18.0	0.0	20	11-30	92-111 (238)
PCD20296	9	PF10835.8 ; DUF2573 ; Protein	5.5	37.0	0.006999999999999999	14.7	0.0	14	28-41	49-62  (78)
