Cluster no	Representative no	Nterm
RFU34722.1	ETR97322.1	GOODBYE-LIKE
RFU34722.1	KKP03085.1	GOODBYE-LIKE
RFU34722.1	OTA02464.1	GOODBYE-LIKE
RFU34722.1	PKK50146.1	GOODBYE-LIKE
RFU34722.1	PTB75636.1	GOODBYE-LIKE
RFU34722.1	XP_013949497.1	GOODBYE-LIKE
RFU34722.1	RDW56452.1	GOODBYE-LIKE
RFU34722.1	XP_024748519.1	GOODBYE-LIKE
XP_003174977.1	XP_003174977.1	HELO-LIKE
XP_003174977.1	EZF71807.1	HELO-LIKE
XP_003174977.1	EGD94597.1	HELO-LIKE
XP_003174977.1	EZF31678.1	HELO-LIKE
XP_003174977.1	EZG04216.1	HELO-LIKE
XP_003174977.1	GBF60440.1	HELO-LIKE
XP_003174977.1	KDB20812.1	HELO-LIKE
XP_003174977.1	OAL72571.1	HELO-LIKE
XP_003174977.1	XP_003236701.1	HELO-LIKE
XP_003174977.1	KUL83371.1	HELO-LIKE
XP_003174977.1	XP_009656514.1	HELO-LIKE
XP_003174977.1	CRK15427.1	HELO-LIKE
XP_003174977.1	PNH30924.1	HELO-LIKE
XP_003174977.1	PNH52418.1	HELO-LIKE
XP_003174977.1	PNH71672.1	HELO-LIKE
XP_003174977.1	RBQ66634.1	HELO-LIKE
XP_003174977.1	CVK92123.1	HELO-LIKE
XP_003174977.1	CVL08022.1	HELO-LIKE
XP_003174977.1	CZR42815.1	HELO-LIKE
XP_003174977.1	EWY87724.1	HELO-LIKE
XP_003174977.1	EWZ40798.1	HELO-LIKE
XP_003174977.1	EWZ81830.1	HELO-LIKE
XP_003174977.1	EXA41572.1	HELO-LIKE
XP_003174977.1	EXK33504.1	HELO-LIKE
XP_003174977.1	EXK86120.1	HELO-LIKE
XP_003174977.1	EXL44283.1	HELO-LIKE
XP_003174977.1	EXL67393.1	HELO-LIKE
XP_003174977.1	EXM08580.1	HELO-LIKE
XP_003174977.1	EXM19171.1	HELO-LIKE
XP_003174977.1	KLO94746.1	HELO-LIKE
XP_003174977.1	KLP07632.1	HELO-LIKE
XP_003174977.1	KLP19434.1	HELO-LIKE
XP_003174977.1	PCD32511.1	HELO-LIKE
XP_003174977.1	PNP79792.1	HELO-LIKE
XP_003174977.1	RBA15513.1	HELO-LIKE
XP_003174977.1	RBQ93876.1	HELO-LIKE
XP_003174977.1	RBR10880.1	HELO-LIKE
XP_003174977.1	SCN67783.1	HELO-LIKE
XP_003174977.1	SCO48006.1	HELO-LIKE
XP_003174977.1	SCO86241.1	HELO-LIKE
XP_003174977.1	SCV36389.1	HELO-LIKE
XP_003174977.1	SCV60987.1	HELO-LIKE
XP_003174977.1	XP_018236396.1	HELO-LIKE
XP_003174977.1	XP_018744492.1	HELO-LIKE
XP_003174977.1	XP_023432720.1	HELO-LIKE
XP_023454857.1	XP_023454857.1	SESB-LIKE
XP_023454857.1	XP_018383093.1	SESB-LIKE
XP_023454857.1	KKP06485.1	SESB-LIKE
XP_023454857.1	PWO20924.1	SESB-LIKE
XP_023454857.1	PYI30284.1	SESB-LIKE
XP_023454857.1	PZC89717.1	SESB-LIKE
XP_023454857.1	KGO69642.1	SESB-LIKE
XP_023454857.1	ATY63318.1	SESB-LIKE
XP_023454857.1	KPM44209.1	SESB-LIKE
XP_023454857.1	KXT00844.1	SESB-LIKE
XP_023454857.1	OCK92017.1	SESB-LIKE
XP_023454857.1	OIW26047.1	SESB-LIKE
XP_023454857.1	OIW30948.1	SESB-LIKE
XP_023454857.1	GAW19498.1	SESB-LIKE
XP_023454857.1	OOQ84287.1	SESB-LIKE
XP_023454857.1	CEO60846.1	SESB-LIKE
XP_023454857.1	OQU94534.1	SESB-LIKE
XP_023454857.1	RDW57682.1	SESB-LIKE
XP_023454857.1	CZR65067.1	SESB-LIKE
XP_023454857.1	XP_006668830.1	SESB-LIKE
XP_023454857.1	ATY60368.1	SESB-LIKE
XP_023454857.1	XP_002843379.1	SESB-LIKE
XP_023454857.1	XP_013278287.1	SESB-LIKE
XP_023454857.1	XP_023454297.1	SESB-LIKE
XP_023454857.1	XP_024405553.1	SESB-LIKE
XP_023454857.1	OBS20184.1	SESB-LIKE
XP_023454857.1	XP_024511754.1	SESB-LIKE
XP_024322667.1	XP_024322667.1	unk
XP_024322667.1	KIJ40799.1	unk
XP_024322667.1	KXJ85210.1	unk
XP_024322667.1	CEF83995.1	unk
XP_024322667.1	CUS11372.1	unk
XP_024322667.1	CUS13402.1	unk
XP_024322667.1	EME39013.1	unk
XP_024322667.1	EYB30448.1	unk
XP_024322667.1	KLU92297.1	unk
XP_024322667.1	OQE46643.1	unk
XP_024322667.1	OTA80267.1	unk
XP_024322667.1	PNP51615.1	unk
XP_024322667.1	PSN58794.1	unk
XP_024322667.1	SCO54572.1	unk
XP_024322667.1	XP_003049192.1	unk
XP_024322667.1	XP_008029717.1	unk
XP_024322667.1	XP_009258535.1	unk
XP_024322667.1	XP_011328856.1	unk
XP_024322667.1	XP_014169363.1	unk
XP_024322667.1	OTA02589.1	unk
XP_024322667.1	PVH67751.1	unk
XP_024406217.1	XP_024406217.1	PFD-LIKE
XP_024406217.1	OWW37972.1	PFD-LIKE
XP_024406217.1	CEJ61224.1	PFD-LIKE
XP_024406217.1	GAM38537.1	PFD-LIKE
XP_024406217.1	KUL87941.1	PFD-LIKE
XP_024406217.1	OOQ83917.1	PFD-LIKE
XP_024406217.1	PCG96569.1	PFD-LIKE
XP_024406217.1	PYI15344.1	PFD-LIKE
XP_024406217.1	RAK71277.1	unk
XP_024406217.1	RAO73290.1	PFD-LIKE
XP_024406217.1	RDH36298.1	PFD-LIKE
XP_024406217.1	XP_001394698.2	PFD-LIKE
XP_024406217.1	XP_002483516.1	PFD-LIKE
XP_024406217.1	XP_002483517.1	PFD-LIKE
XP_024406217.1	XP_020051121.1	unk
XP_024406217.1	XP_025428448.1	PFD-LIKE
XP_024406217.1	XP_025446974.1	unk
XP_024406217.1	XP_025496446.1	PFD-LIKE
XP_024406217.1	XP_025505085.1	unk
XP_024406217.1	XP_025524992.1	PFD-LIKE
XP_024406217.1	XP_025549300.1	PFD-LIKE
OBZ65626.1	OBZ65626.1	unk
OBZ65626.1	OBZ65633.1	unk
OBZ65626.1	EJD39559.1	unk
OBZ65626.1	EJD38996.1	unk
OBZ65626.1	KZV85217.1	unk
OBZ65626.1	KZV85220.1	unk
OBZ65626.1	KZV85225.1	unk
OBZ65626.1	KZV93397.1	unk
OBZ65626.1	KZV84454.1	unk
OBZ65626.1	PIL29477.1	unk
OBZ65626.1	PCH38828.1	unk
OBZ65626.1	EJD48244.1	unk
OBZ65626.1	EMD31554.1	unk
OBZ65626.1	EMD32032.1	unk
OBZ65626.1	EMD32669.1	unk
OBZ65626.1	EMD36666.1	unk
OBZ65626.1	EMD35945.1	unk
OBZ65626.1	OCH85415.1	unk
OBZ65626.1	EMD36794.1	unk
OBZ65626.1	OCH85419.1	unk
OBZ65626.1	OCH94627.1	unk
OBZ65626.1	OCH86700.1	unk
OBZ65626.1	OCH94638.1	unk
OBZ65626.1	EMD36790.1	unk
OBZ65626.1	EMD30976.1	unk
OBZ65626.1	EMD36662.1	unk
OBZ65626.1	EMD36902.1	unk
OBZ65626.1	OCH87488.1	unk
OBZ65626.1	OCH94617.1	unk
OBZ65626.1	EMD38762.1	unk
OBZ65626.1	EMD38758.1	unk
OBZ65626.1	OCH91364.1	unk
OBZ65626.1	KIJ50383.1	unk
OBZ65626.1	KZT05238.1	unk
OBZ65626.1	KZT05212.1	unk
OBZ65626.1	KZT05239.1	unk
OBZ65626.1	KZT68736.1	unk
OBZ65626.1	OBZ65545.1	unk
OBZ65626.1	OBZ74892.1	unk
OBZ65626.1	OCH84261.1	unk
OBZ65626.1	OCH91367.1	unk
OBZ65626.1	OCH91393.1	unk
OBZ65626.1	OCH92383.1	unk
OBZ65626.1	OCH88059.1	unk
OBZ65626.1	OCH94648.1	unk
OBZ65626.1	PCH42004.1	unk
OBZ65626.1	RDX41066.1	unk
OBZ65626.1	RDX41060.1	unk
OBZ65626.1	RDX53989.1	unk
OBZ65626.1	RDX49106.1	unk
OBZ65626.1	RDX49659.1	unk
OBZ65626.1	RDX49662.1	unk
OBZ65626.1	RDX53984.1	unk
OBZ65626.1	RDX53987.1	unk
OBZ65626.1	XP_007366761.1	unk
OBZ65626.1	PIL29470.1	unk
OBZ65626.1	PIL29472.1	unk
OBZ65626.1	PIL29476.1	unk
OBZ65626.1	XP_007366762.1	unk
OBZ65626.1	XP_007401342.1	unk
OBZ65626.1	XP_007389929.1	GOODBYE-LIKE
OBZ65626.1	CDO74145.1	unk
OBZ65626.1	CDO76899.1	unk
OBZ65626.1	OSD00118.1	unk
OBZ65626.1	OSD01798.1	unk
OBZ65626.1	OSD02426.1	unk
OBZ65626.1	XP_007389652.1	unk
OBZ65626.1	XP_007389890.1	unk
OBZ65626.1	XP_007389959.1	unk
OBZ65626.1	XP_007389894.1	unk
OBZ65626.1	XP_007389932.1	unk
OBZ65626.1	XP_007401341.1	unk
OBZ65626.1	XP_007401296.1	unk
OBZ65626.1	XP_024339462.1	unk
OBZ65626.1	EED78071.1	unk
OBZ65626.1	XP_024339931.1	unk
OBZ65626.1	PIL29479.1	unk
OBZ65626.1	RDX48161.1	unk
OBZ65626.1	RDX41387.1	unk
OBZ65626.1	RDX41386.1	unk
OBZ65626.1	XP_007389881.1	unk
OCK73128.1	OCK73128.1	HELO-LIKE
OCK73128.1	ESZ90042.1	HELO-LIKE
OCK73128.1	CCD48809.1	HELO-LIKE
OCK73128.1	EMR81344.1	HELO-LIKE
OCK73128.1	PQE10850.1	HELO-LIKE
OCK73128.1	PQE18912.1	HELO-LIKE
OCK73128.1	PQE21684.1	HELO-LIKE
OCK73128.1	XP_024553733.1	HELO-LIKE
OCK73128.1	GAW24227.1	HELO-LIKE
OCK73128.1	KFZ11312.1	HELO-LIKE
OCK73128.1	KFX92558.1	HELO-LIKE
OCK73128.1	KFY07412.1	HELO-LIKE
OCK73128.1	KFY39202.1	HELO-LIKE
OCK73128.1	KFY41196.1	HELO-LIKE
OCK73128.1	KFY80865.1	HELO-LIKE
OCK73128.1	KFY94279.1	HELO-LIKE
OCK73128.1	KFZ22935.1	HELO-LIKE
OCK73128.1	OBT43064.1	HELO-LIKE
OCK73128.1	OBT53431.1	HELO-LIKE
OCK73128.1	OBT62442.1	HELO-LIKE
OCK73128.1	OBT76068.1	HELO-LIKE
OCK73128.1	OBT85964.1	HELO-LIKE
OCK73128.1	XP_018132309.1	HELO-LIKE
OCK73128.1	KFY78585.1	HELO-LIKE
OCK73128.1	KFY81840.1	HELO-LIKE
OCK73128.1	KFZ04901.1	HELO-LIKE
OCK73128.1	KFZ24872.1	HELO-LIKE
OCK73128.1	OBT54529.1	HELO-LIKE
OCK73128.1	XP_018129964.1	HELO-LIKE
OCK73128.1	KPM40141.1	HELO-LIKE
OCK73128.1	OCK99064.1	HELO-LIKE
OCK73128.1	OCL09134.1	HELO-LIKE
OCK73128.1	ORY14269.1	HELO-LIKE
OCK73128.1	OAL52204.1	HELO-LIKE
OCK73128.1	PHH85178.1	HELO-LIKE
OCK73128.1	OCL08355.1	HELO-LIKE
OCK73128.1	RFU35064.1	HELO-LIKE
OCK73128.1	XP_013269637.1	HELO-LIKE
OCK73128.1	XP_018389236.1	HELO-LIKE
OCK73128.1	XP_018659217.1	HELO-LIKE
OCK73128.1	XP_020121706.1	HELO-LIKE
OCK88792.1	OCK88792.1	PNP_UDP
OCK88792.1	CAK38370.1	PNP_UDP
OCK88792.1	EHA21352.1	unk
OCK88792.1	RDH22932.1	unk
OCK88792.1	RDH28837.1	PNP_UDP
OCK88792.1	RDK39000.1	PNP_UDP
OCK88792.1	SPB49942.1	PNP_UDP
OCK88792.1	XP_001390489.2	PNP_UDP
OCK88792.1	XP_025456621.1	unk
OCK88792.1	CAK45450.1	unk
OCK88792.1	GAQ41737.1	unk
OCK88792.1	CAK96499.1	PNP_UDP
OCK88792.1	EHA25687.1	PNP_UDP
OCK88792.1	GAQ47014.1	PNP_UDP
OCK88792.1	OJI88424.1	PNP_UDP
OCK88792.1	OJZ80506.1	PNP_UDP
OCK88792.1	RDH16546.1	PNP_UDP
OCK88792.1	RDH27952.1	PNP_UDP
OCK88792.1	RDK42259.1	PNP_UDP
OCK88792.1	SPB46593.1	PNP_UDP
OCK88792.1	XP_025453640.1	PNP_UDP
OCK88792.1	XP_025477014.1	PNP_UDP
OCK88792.1	XP_025511758.1	unk
OCK88792.1	XP_025540242.1	PNP_UDP
OCK88792.1	XP_025561791.1	PNP_UDP
OCK88792.1	XP_025487641.1	unk
OCK88792.1	XP_659410.1	PNP_UDP
OCK88792.1	CCF34362.1	unk
OCK88792.1	XP_018163150.1	unk
OCK88792.1	CCF39770.1	unk
OCK88792.1	XP_018160158.1	PNP_UDP
OCK88792.1	CEG03538.1	unk
OCK88792.1	CEJ90685.1	PNP_UDP
OCK88792.1	CEJ90691.1	unk
OCK88792.1	CEL00483.1	PNP_UDP
OCK88792.1	CEL00491.1	PNP_UDP
OCK88792.1	CEL01300.1	unk
OCK88792.1	CEL01299.1	unk
OCK88792.1	CEL02142.1	PNP_UDP
OCK88792.1	CEL03122.1	unk
OCK88792.1	CEL10496.1	PNP_UDP
OCK88792.1	XP_681833.1	PNP_UDP
OCK88792.1	KLJ11374.1	PNP_UDP
OCK88792.1	PGH10399.1	PNP_UDP
OCK88792.1	CEL05950.1	PNP_UDP
OCK88792.1	CEL06623.1	PNP_UDP
OCK88792.1	CEL08493.1	unk
OCK88792.1	CEL11915.1	PNP_UDP
OCK88792.1	CEL09228.1	PNP_UDP
OCK88792.1	KJJ33049.1	PNP_UDP
OCK88792.1	CEL11925.1	PNP_UDP
OCK88792.1	CRG88490.1	PNP_UDP
OCK88792.1	CRG92730.1	PNP_UDP
OCK88792.1	EIT81636.1	PNP_UDP
OCK88792.1	GAM42145.1	PNP_UDP
OCK88792.1	GAM44062.1	PNP_UDP
OCK88792.1	GAO88342.1	PNP_UDP
OCK88792.1	GAQ02950.1	PNP_UDP
OCK88792.1	KFX45234.1	PNP_UDP
OCK88792.1	KFX46740.1	PNP_UDP
OCK88792.1	KJK65595.1	PNP_UDP
OCK88792.1	KOS36621.1	PNP_UDP
OCK88792.1	KUL81425.1	PNP_UDP
OCK88792.1	KUL81435.1	PNP_UDP
OCK88792.1	KUL81436.1	PNP_UDP
OCK88792.1	KUL81548.1	PNP_UDP
OCK88792.1	KUL81955.1	PNP_UDP
OCK88792.1	KUL82197.1	PNP_UDP
OCK88792.1	KUM63725.1	PNP_UDP
OCK88792.1	OJJ08594.1	PNP_UDP
OCK88792.1	OQE31002.1	PNP_UDP
OCK88792.1	OXN11381.1	PNP_UDP
OCK88792.1	PCG88329.1	PNP_UDP
OCK88792.1	PGG95325.1	PNP_UDP
OCK88792.1	PIG85932.1	PNP_UDP
OCK88792.1	RAO64044.1	PNP_UDP
OCK88792.1	RAO71514.1	PNP_UDP
OCK88792.1	RAQ54077.1	PNP_UDP
OCK88792.1	RAQ66306.1	PNP_UDP
OCK88792.1	XP_001258354.1	PNP_UDP
OCK88792.1	XP_001820477.1	PNP_UDP
OCK88792.1	XP_002147311.1	PNP_UDP
OCK88792.1	XP_002150100.1	unk
OCK88792.1	XP_002153074.1	PNP_UDP
OCK88792.1	XP_002153735.1	PNP_UDP
OCK88792.1	XP_002153736.1	PNP_UDP
OCK88792.1	XP_002373927.1	PNP_UDP
OCK88792.1	XP_002478186.1	PNP_UDP
OCK88792.1	XP_002482926.1	unk
OCK88792.1	XP_002483369.1	PNP_UDP
OCK88792.1	XP_002485574.1	PNP_UDP
OCK88792.1	XP_002486709.1	PNP_UDP
OCK88792.1	XP_002486814.1	PNP_UDP
OCK88792.1	XP_002488345.1	PNP_UDP
OCK88792.1	XP_002488566.1	PNP_UDP
OCK88792.1	XP_002488795.1	PNP_UDP
OCK88792.1	XP_025456389.1	PNP_UDP
OCK88792.1	XP_658675.1	PNP_UDP
OCK88792.1	XP_659184.1	PNP_UDP
OCK88792.1	XP_024701926.1	PNP_UDP
OCK88792.1	CEL10523.1	unk
OCK88792.1	CEL11009.1	PNP_UDP
OCK88792.1	CRG88498.1	unk
OCK88792.1	PVH90952.1	PNP_UDP
OCK88792.1	CRG89885.1	unk
OCK88792.1	CRG91125.1	PNP_UDP
OCK88792.1	CRG91689.1	PNP_UDP
OCK88792.1	OBT50463.1	PNP_UDP
OCK88792.1	CRK45050.1	PNP_UDP
OCK88792.1	XP_003004189.1	PNP_UDP
OCK88792.1	XP_009654153.1	PNP_UDP
OCK88792.1	CRL22767.1	PNP_UDP
OCK88792.1	OQE15942.1	PNP_UDP
OCK88792.1	CRL29473.1	unk
OCK88792.1	CVL03350.1	unk
OCK88792.1	CVL03942.1	PNP_UDP
OCK88792.1	CVL06935.1	PNP_UDP
OCK88792.1	CZR49119.1	PNP_UDP
OCK88792.1	EWZ30352.1	unk
OCK88792.1	KLO78830.1	PNP_UDP
OCK88792.1	RBA14494.1	PNP_UDP
OCK88792.1	SCO52402.1	PNP_UDP
OCK88792.1	SCO53815.1	PNP_UDP
OCK88792.1	SCV40104.1	PNP_UDP
OCK88792.1	XP_023435081.1	PNP_UDP
OCK88792.1	CVL11742.1	PNP_UDP
OCK88792.1	KLO90701.1	PNP_UDP
OCK88792.1	KLO97408.1	PNP_UDP
OCK88792.1	RBR01097.1	PNP_UDP
OCK88792.1	SCO14592.1	PNP_UDP
OCK88792.1	SCO57395.1	PNP_UDP
OCK88792.1	SCV48958.1	PNP_UDP
OCK88792.1	XP_018757879.1	PNP_UDP
OCK88792.1	XP_023437957.1	PNP_UDP
OCK88792.1	CVL03615.1	PNP_UDP
OCK88792.1	EXM18026.1	PNP_UDP
OCK88792.1	EXL40009.1	PNP_UDP
OCK88792.1	KIL93669.1	PNP_UDP
OCK88792.1	PCD20884.1	PNP_UDP
OCK88792.1	PTD02086.1	PNP_UDP
OCK88792.1	XP_018257885.1	PNP_UDP
OCK88792.1	XP_018753135.1	PNP_UDP
OCK88792.1	EGU82623.1	PNP_UDP
OCK88792.1	EMT66527.1	PNP_UDP
OCK88792.1	ENH67052.1	PNP_UDP
OCK88792.1	EWZ01024.1	PNP_UDP
OCK88792.1	EWZ47058.1	PNP_UDP
OCK88792.1	EWZ82223.1	PNP_UDP
OCK88792.1	EXA43365.1	PNP_UDP
OCK88792.1	EXK91790.1	PNP_UDP
OCK88792.1	EXM02679.1	PNP_UDP
OCK88792.1	PCD42363.1	PNP_UDP
OCK88792.1	RBR01551.1	PNP_UDP
OCK88792.1	SCO81364.1	PNP_UDP
OCK88792.1	XP_018238610.1	PNP_UDP
OCK88792.1	XP_018753137.1	PNP_UDP
OCK88792.1	CZR37581.1	PNP_UDP
OCK88792.1	CZR41564.1	unk
OCK88792.1	EWY86091.1	unk
OCK88792.1	EWY86092.1	unk
OCK88792.1	KLO93198.1	unk
OCK88792.1	RBA22815.1	unk
OCK88792.1	XP_018251394.1	unk
OCK88792.1	XP_018251395.1	unk
OCK88792.1	XP_018759331.1	unk
OCK88792.1	CZR43545.1	PNP_UDP HELO-LIKE
OCK88792.1	CVK90574.1	PNP_UDP HELO-LIKE
OCK88792.1	RBA21324.1	PNP_UDP HELO-LIKE
OCK88792.1	CZR70266.1	PNP_UDP
OCK88792.1	KFY95324.1	PNP_UDP
OCK88792.1	OBT38903.1	PNP_UDP
OCK88792.1	OCK98238.1	PNP_UDP
OCK88792.1	PQE24987.1	PNP_UDP
OCK88792.1	RDW57769.1	unk
OCK88792.1	RDW58733.1	unk
OCK88792.1	CZR70295.1	unk
OCK88792.1	KFY59487.1	PNP_UDP
OCK88792.1	KFY02338.1	PNP_UDP
OCK88792.1	KFY10921.1	unk
OCK88792.1	KFY18198.1	unk
OCK88792.1	KFY29406.1	PNP_UDP
OCK88792.1	KFY34264.1	PNP_UDP
OCK88792.1	KFY54465.1	PNP_UDP
OCK88792.1	KFY68450.1	PNP_UDP
OCK88792.1	KFY92169.1	PNP_UDP
OCK88792.1	KFY95960.1	PNP_UDP
OCK88792.1	KFZ18357.1	PNP_UDP
OCK88792.1	KFZ19988.1	PNP_UDP
OCK88792.1	OBT41614.1	unk
OCK88792.1	PMD23674.1	unk
OCK88792.1	OAL17540.1	unk
OCK88792.1	XP_016242960.1	unk
OCK88792.1	XP_016627187.1	unk
OCK88792.1	RDW80343.1	unk
OCK88792.1	XP_013274154.1	PNP_UDP
OCK88792.1	EDP48467.1	PNP_UDP
OCK88792.1	KEY81225.1	PNP_UDP
OCK88792.1	KMK56228.1	PNP_UDP
OCK88792.1	XP_748881.1	PNP_UDP
OCK88792.1	EDP49891.1	PNP_UDP
OCK88792.1	GAQ10270.1	PNP_UDP
OCK88792.1	KMK56447.1	PNP_UDP
OCK88792.1	OXN12687.1	PNP_UDP
OCK88792.1	XP_747441.1	unk
OCK88792.1	XP_022285702.1	PNP_UDP
OCK88792.1	KJK78591.1	PNP_UDP
OCK88792.1	OAQ98846.1	PNP_UDP
OCK88792.1	XP_001220221.1	PNP_UDP
OCK88792.1	EFW21048.1	PNP_UDP
OCK88792.1	KMM66738.1	PNP_UDP
OCK88792.1	KMU77168.1	PNP_UDP
OCK88792.1	XP_001240008.2	PNP_UDP
OCK88792.1	XP_003069202.1	PNP_UDP
OCK88792.1	EGC45395.1	PNP_UDP
OCK88792.1	EEH03494.1	PNP_UDP
OCK88792.1	EER44925.1	PNP_UDP
OCK88792.1	EGE82161.1	PNP_UDP
OCK88792.1	EQL36013.1	PNP_UDP
OCK88792.1	KLJ06111.1	PNP_UDP
OCK88792.1	PGH01896.1	PNP_UDP
OCK88792.1	XP_002623116.1	PNP_UDP
OCK88792.1	EGU71751.1	PNP_UDP
OCK88792.1	EGU74974.1	unk
OCK88792.1	CEG04418.1	unk
OCK88792.1	EGU76072.1	unk
OCK88792.1	EMT66140.1	unk
OCK88792.1	ENH66640.1	unk
OCK88792.1	ENH66910.1	unk
OCK88792.1	EWY97259.1	unk
OCK88792.1	EWZ00419.1	unk
OCK88792.1	EWZ40900.1	unk
OCK88792.1	EXA02014.1	unk
OCK88792.1	EXA43967.1	unk
OCK88792.1	EXK26022.1	unk
OCK88792.1	EXK83425.1	unk
OCK88792.1	EXK83426.1	unk
OCK88792.1	EXK87298.1	unk
OCK88792.1	EXL47431.1	unk
OCK88792.1	EXL60707.1	unk
OCK88792.1	EXL66950.1	unk
OCK88792.1	EXM02096.1	unk
OCK88792.1	EXM33293.1	unk
OCK88792.1	EYB25331.1	unk
OCK88792.1	KPA42255.1	unk
OCK88792.1	KZZ93759.1	unk
OCK88792.1	OAA34133.1	unk
OCK88792.1	PCD20779.1	unk
OCK88792.1	PCD42728.1	unk
OCK88792.1	PCD44540.1	unk
OCK88792.1	PNP85196.1	unk
OCK88792.1	RBQ93081.1	unk
OCK88792.1	RBR02206.1	unk
OCK88792.1	RBR22367.1	unk
OCK88792.1	SCO80981.1	unk
OCK88792.1	SCO84448.1	unk
OCK88792.1	XP_002480011.1	unk
OCK88792.1	XP_007829293.1	unk
OCK88792.1	XP_007835331.1	unk
OCK88792.1	XP_007839414.1	unk
OCK88792.1	XP_011320520.1	unk
OCK88792.1	XP_018136157.1	unk
OCK88792.1	XP_018239202.1	unk
OCK88792.1	XP_018254964.1	unk
OCK88792.1	XP_018753686.1	unk
OCK88792.1	XP_025584116.1	unk
OCK88792.1	EWZ30961.1	unk
OCK88792.1	EGU77119.1	unk
OCK88792.1	EWY82414.1	unk
OCK88792.1	EWZ80549.1	unk
OCK88792.1	EXK36318.1	unk
OCK88792.1	EXL52288.1	unk
OCK88792.1	EXL73339.1	unk
OCK88792.1	EXL95938.1	unk
OCK88792.1	PCD24894.1	unk
OCK88792.1	PTD05450.1	unk
OCK88792.1	EGU83700.1	PNP_UDP
OCK88792.1	EHA18419.1	PNP_UDP
OCK88792.1	CAK96728.1	unk
OCK88792.1	OWW28765.1	PNP_UDP
OCK88792.1	RDH18500.1	PNP_UDP
OCK88792.1	RDH26976.1	PNP_UDP
OCK88792.1	RDK47571.1	PNP_UDP
OCK88792.1	XP_025452766.1	PNP_UDP
OCK88792.1	EHA26559.1	unk
OCK88792.1	EIT72410.1	unk
OCK88792.1	KJK67927.1	PNP_UDP
OCK88792.1	KOC15066.1	PNP_UDP
OCK88792.1	OOO08613.1	unk
OCK88792.1	PIG89904.1	unk
OCK88792.1	RAQ58678.1	PNP_UDP
OCK88792.1	RAQ59427.1	PNP_UDP
OCK88792.1	XP_022385380.1	PNP_UDP
OCK88792.1	XP_023092807.1	PNP_UDP
OCK88792.1	ELA26171.1	unk
OCK88792.1	ELA28271.1	unk
OCK88792.1	ELA31633.1	PNP_UDP
OCK88792.1	EQB45212.1	PNP_UDP
OCK88792.1	ELA34565.1	PNP_UDP
OCK88792.1	EQB54037.1	PNP_UDP
OCK88792.1	ELQ38178.1	PNP_UDP
OCK88792.1	XP_003714032.1	PNP_UDP
OCK88792.1	EMR65090.1	PNP_UDP
OCK88792.1	EMT67328.1	unk
OCK88792.1	EMT74125.1	PNP_UDP
OCK88792.1	CVK94886.1	PNP_UDP
OCK88792.1	CZR44015.1	PNP_UDP
OCK88792.1	EGU75910.1	unk
OCK88792.1	ENH73420.1	PNP_UDP
OCK88792.1	EWY84174.1	PNP_UDP
OCK88792.1	EWZ79468.1	PNP_UDP
OCK88792.1	EXA34084.1	PNP_UDP
OCK88792.1	EXK80951.1	PNP_UDP
OCK88792.1	EXL41861.1	PNP_UDP
OCK88792.1	EXL71923.1	PNP_UDP
OCK88792.1	EXL92097.1	PNP_UDP
OCK88792.1	EXM14342.1	PNP_UDP
OCK88792.1	KLO90526.1	PNP_UDP
OCK88792.1	KLP09509.1	PNP_UDP
OCK88792.1	KLP23236.1	PNP_UDP
OCK88792.1	PCD26255.1	PNP_UDP
OCK88792.1	RBA22477.1	PNP_UDP
OCK88792.1	RBQ83569.1	PNP_UDP
OCK88792.1	RBR19821.1	PNP_UDP
OCK88792.1	SCO21676.1	PNP_UDP
OCK88792.1	SCO53505.1	PNP_UDP
OCK88792.1	SCO58437.1	PNP_UDP
OCK88792.1	SCO90241.1	PNP_UDP
OCK88792.1	SCV47011.1	PNP_UDP
OCK88792.1	XP_023436346.1	PNP_UDP
OCK88792.1	ENH63515.1	unk
OCK88792.1	EMT74309.1	unk
OCK88792.1	ENH75983.1	PNP_UDP
OCK88792.1	ENH76917.1	PNP_UDP
OCK88792.1	ENH80822.1	PNP_UDP
OCK88792.1	ENH82517.1	PNP_UDP
OCK88792.1	ENH83815.1	PNP_UDP
OCK88792.1	EPS29038.1	PNP_UDP
OCK88792.1	EPS38213.1	unk
OCK88792.1	EPS38343.1	PNP_UDP
OCK88792.1	EPS36659.1	unk
OCK88792.1	XP_011118155.1	PNP_UDP
OCK88792.1	XP_011125505.1	PNP_UDP
OCK88792.1	EPS40260.1	unk
OCK88792.1	EPS42608.1	unk
OCK88792.1	EPS42694.1	unk
OCK88792.1	EPS44183.1	PNP_UDP
OCK88792.1	EQB55388.1	unk
OCK88792.1	EQL03991.1	PNP_UDP
OCK88792.1	EQL04248.1	PNP_UDP
OCK88792.1	GAW17531.1	PNP_UDP
OCK88792.1	KJZ69219.1	PNP_UDP
OCK88792.1	RDA90315.1	PNP_UDP
OCK88792.1	RDW58797.1	PNP_UDP
OCK88792.1	EWY80018.1	unk
OCK88792.1	EWZ80786.1	PNP_UDP
OCK88792.1	EWZ85352.1	PNP_UDP
OCK88792.1	CEG04734.1	PNP_UDP
OCK88792.1	EWZ30436.1	PNP_UDP
OCK88792.1	EXL51765.1	PNP_UDP
OCK88792.1	PCD25345.1	PNP_UDP
OCK88792.1	RBR24324.1	PNP_UDP
